clave_casilla,clave_acta,id_estado,estado,id_distrito_federal,distrito_federal,seccion,id_casilla,tipo_casilla,ext_contigua,ubicacion_casilla,tipo_acta,total_boletas_sobrantes,total_personas_votaron,total_rep_partido_ci_votaron,total_votos_sacados,codigos_entregados_pmdc,codigos_sobrantes,codigos_utilizados,pan,pri,prd,pvem,pt,mc,morena,pes,rsp,fxm,cand_ind_1,cand_ind_2,cand_ind_3,pan_pri_prd,pan_pri,pan_prd,pri_prd,pvem_pt_morena,pvem_pt,pvem_morena,pt_morena,no_registrados,nulos,total_votos_asentado,total_votos_calculados,lista_nominal,representantes_pp_ci,observaciones,contabilizada,mecanismos_traslado,sha,fecha_hora_acopio,fecha_hora_captura,fecha_hora_verificacion,origen,digitalizacion,tipo_documento,cotejada
'010384C0100','010384C01002',1,AGUASCALIENTES,1,Jesús María,384,1,C,0,No Urbana,Diputados MR,372,376,2,379,NO APLICA,NO APLICA,NO APLICA,137,30,7,16,3,18,72,5,5,64,-,-,-,0,0,0,0,-,-,-,-,1,21,379,379,707,44,NA,1,D,b7e28fbfc3457e4682af293d0db4fea47f403067bd734b73ac636351d9b20d1b,07/06/2021 03:21:00,07/06/2021 03:25:58,07/06/2021 03:26:46,CATD,Escáner,Acta PREP,3
'010385B0100','010385B01002',1,AGUASCALIENTES,1,Jesús María,385,1,B,0,No Urbana,Diputados MR,331,254,0,254,NO APLICA,NO APLICA,NO APLICA,81,12,3,12,3,4,53,4,3,67,-,-,-,0,0,0,0,-,-,-,-,0,12,254,254,541,44,NA,1,D,7370f2eb061f61c2b2f3f47eb7799a7597c84ad89fd8a0a6ec9a16b4d7f93f61,06/06/2021 21:44:33,06/06/2021 21:52:00,06/06/2021 21:52:45,CASILLA,Móvil,Acta PREP,1
'010385C0100','010385C01002',1,AGUASCALIENTES,1,Jesús María,385,1,C,0,No Urbana,Diputados MR,303,273,6,279,NO APLICA,NO APLICA,NO APLICA,101,19,4,7,8,8,47,4,1,59,-,-,-,0,1,0,0,-,-,-,-,0,20,279,279,540,44,NA,1,D,d7cb0086251d855b2729cbcd3c5c29eab86559014c672c5c81511d4bb84f8ebe,07/06/2021 02:23:00,07/06/2021 02:27:01,07/06/2021 02:27:39,CATD,Escáner,Acta PREP,1
'010385C0200','010385C02002',1,AGUASCALIENTES,1,Jesús María,385,2,C,0,No Urbana,Diputados MR,293,285,6,291,NO APLICA,NO APLICA,NO APLICA,111,16,1,10,5,12,51,3,0,63,-,-,-,0,0,0,0,-,-,-,-,0,16,291,288,540,44,NA,1,D,3e3bae42d91557108202cf04d54ca2ec5ede12c501bd50ecd03a2868e6d10553,06/06/2021 21:29:41,06/06/2021 22:14:55,06/06/2021 22:15:26,CASILLA,Móvil,Acta PREP,1
'010386B0100','010386B01002',1,AGUASCALIENTES,1,Jesús María,386,1,B,0,No Urbana,Diputados MR,321,244,5,248,NO APLICA,NO APLICA,NO APLICA,117,9,6,6,4,8,64,2,0,17,-,-,-,0,0,0,0,-,-,-,-,0,15,248,248,526,44,NA,1,D,05c5e1460d73b82d01185c36ef61e990468ec4b4926739d33afcd0342f558149,07/06/2021 02:31:00,07/06/2021 02:37:01,07/06/2021 02:37:42,CATD,Escáner,Acta PREP,1
'010386C0100','010386C01002',1,AGUASCALIENTES,1,Jesús María,386,1,C,0,No Urbana,Diputados MR,306,260,3,263,NO APLICA,NO APLICA,NO APLICA,123,8,4,11,4,13,53,4,0,25,-,-,-,0,0,0,0,-,-,-,-,0,18,263,263,525,44,NA,1,D,22f82e6ad90e4c092a3558dbbeace0083e93e62c098289a19bdd647947b419b0,07/06/2021 02:26:00,07/06/2021 02:33:55,07/06/2021 02:34:37,CATD,Escáner,Acta PREP,1
'010386C0200','010386C02002',1,AGUASCALIENTES,1,Jesús María,386,2,C,0,No Urbana,Diputados MR,273,291,4,295,NO APLICA,NO APLICA,NO APLICA,117,12,2,9,6,4,77,6,4,32,-,-,-,1,0,1,0,-,-,-,-,0,24,295,295,525,44,NA,1,D,ab73c46ae586ccf0118701f7f23c535792faf5ca8f5235dd78e45067858f29e3,07/06/2021 02:22:00,07/06/2021 02:26:42,07/06/2021 02:27:40,CATD,Escáner,Acta PREP,1
'010387B0100','010387B01002',1,AGUASCALIENTES,1,Jesús María,387,1,B,0,Urbana,Diputados MR,182,510,0,510,NO APLICA,NO APLICA,NO APLICA,102,104,1,130,35,59,51,0,2,1,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,-,-,-,-,Sin dato,25,510,510,646,46,['Sin dato'],1,D,709ba5418dab8027a116e675092e43eb4ae3c1d8c66268dd520cb36493117a8f,06/06/2021 23:32:29,06/06/2021 23:47:29,06/06/2021 23:47:56,CASILLA,Móvil,Acta PREP,1
'010387C0100','010387C01002',1,AGUASCALIENTES,1,Jesús María,387,1,C,0,Urbana,Diputados MR,172,519,1,519,NO APLICA,NO APLICA,NO APLICA,99,116,2,105,60,33,61,1,2,0,-,-,-,0,0,2,0,-,-,-,-,0,38,519,519,646,46,NA,1,D,18e21cc7ad7dcf5158e76b78f6a76b087ff2d31bf25336056ee712349b7a0fee,06/06/2021 20:57:37,06/06/2021 21:33:14,06/06/2021 21:33:48,CASILLA,Móvil,Acta PREP,1
'010387C0200','010387C02002',1,AGUASCALIENTES,1,Jesús María,387,2,C,0,Urbana,Diputados MR,178,511,2,513,NO APLICA,NO APLICA,NO APLICA,105,104,4,116,26,43,75,8,3,4,-,-,-,0,0,0,0,-,-,-,-,0,25,513,513,646,46,NA,1,D,bd9ca9e1bbe9c572d4ebcc18724e7afe5c0e3043ff841f25c7810719ffb17c94,06/06/2021 21:57:25,06/06/2021 22:24:18,06/06/2021 22:24:46,CASILLA,Móvil,Acta PREP,1
'010387C0300','010387C03002',1,AGUASCALIENTES,1,Jesús María,387,3,C,0,Urbana,Diputados MR,197,495,0,495,NO APLICA,NO APLICA,NO APLICA,114,104,1,94,44,42,59,4,1,5,-,-,-,0,0,0,0,-,-,-,-,0,27,495,495,646,46,NA,1,D,67baf9c142314dc7d72717c860a69736856cde0dc99378b423e44bd31abcb995,06/06/2021 21:47:30,06/06/2021 22:25:00,06/06/2021 22:25:55,CASILLA,Móvil,Acta PREP,1
'010387C0400','010387C04002',1,AGUASCALIENTES,1,Jesús María,387,4,C,0,Urbana,Diputados MR,189,499,4,503,NO APLICA,NO APLICA,NO APLICA,132,100,1,84,31,38,76,6,3,7,-,-,-,1,1,0,0,-,-,-,-,0,23,503,503,646,46,NA,1,D,994baf961957e397e248fe2d21639b48d79ded13f02fff28b932fdc33ccb23da,06/06/2021 21:18:55,06/06/2021 21:33:56,06/06/2021 21:36:49,CASILLA,Móvil,Acta PREP,1
'010388B0100','010388B01002',1,AGUASCALIENTES,1,Jesús María,388,1,B,0,No Urbana,Diputados MR,205,567,8,575,NO APLICA,NO APLICA,NO APLICA,124,153,3,125,21,37,70,6,4,9,-,-,-,2,0,0,0,-,-,-,-,0,21,575,575,735,46,NA,1,D,80448cadadf838072739896da81ff47512583be388b4f8eb94572e5ffa68d4ef,07/06/2021 02:04:00,07/06/2021 02:08:49,07/06/2021 02:09:40,CATD,Escáner,Acta PREP,1
'010388C0100','010388C01002',1,AGUASCALIENTES,1,Jesús María,388,1,C,0,No Urbana,Diputados MR,235,544,2,545,NO APLICA,NO APLICA,NO APLICA,102,151,3,98,34,45,74,5,1,4,-,-,-,0,1,0,0,-,-,-,-,0,27,545,545,735,46,NA,1,D,851fa43ab2fcd250cc25723e6ee58416ce28eb7f1abcdbbf1bd24325c1160bc0,06/06/2021 23:19:39,06/06/2021 23:32:12,06/06/2021 23:32:43,CASILLA,Móvil,Acta PREP,1
'010388C0200','010388C02002',1,AGUASCALIENTES,1,Jesús María,388,2,C,0,No Urbana,Diputados MR,217,553,10,562,NO APLICA,NO APLICA,NO APLICA,131,133,3,109,32,48,78,1,1,3,-,-,-,1,0,0,0,-,-,-,-,0,22,561,562,734,46,NA,1,D,8c56c268c24c996913c64b41c96420d984e6fdac4eee49685c7bb15e03059792,07/06/2021 07:18:00,07/06/2021 10:24:05,07/06/2021 10:24:48,CATD,Escáner,Acta PREP,1
'010389B0100','010389B01002',1,AGUASCALIENTES,1,Jesús María,389,1,B,0,No Urbana,Diputados MR,225,427,1,427,NO APLICA,NO APLICA,NO APLICA,86,87,2,136,36,23,41,1,1,2,-,-,-,0,0,0,0,-,-,-,-,0,9,427,424,606,46,NA,1,D,26dad066d51c4c895922904ef12a1d4c3ae33657e63fd0d1c6ee1a70cf9f6f34,06/06/2021 22:51:27,06/06/2021 22:55:24,06/06/2021 22:56:00,CASILLA,Móvil,Acta PREP,1
'010389C0100','010389C01002',1,AGUASCALIENTES,1,Jesús María,389,1,C,0,No Urbana,Diputados MR,240,409,3,412,NO APLICA,NO APLICA,NO APLICA,113,47,3,149,23,17,41,2,0,4,-,-,-,0,0,0,0,-,-,-,-,0,13,412,412,606,46,NA,1,D,d17d070c68ad99c0d81ec99cd4fc13fe74d8088935fe03b44e4137e48746db5b,06/06/2021 22:44:49,06/06/2021 22:49:38,06/06/2021 22:50:22,CASILLA,Móvil,Acta PREP,1
'010389C0200','010389C02002',1,AGUASCALIENTES,1,Jesús María,389,2,C,0,No Urbana,Diputados MR,220,426,4,430,NO APLICA,NO APLICA,NO APLICA,110,79,3,130,25,24,39,2,0,2,-,-,-,0,0,0,0,-,-,-,-,0,16,430,430,605,46,NA,1,D,6f6cd2b9fcd32ecb3c825bb325586a8adb70ee8b93cf3fd5dcab2638c3590da8,06/06/2021 22:46:54,06/06/2021 22:49:41,06/06/2021 22:50:05,CASILLA,Móvil,Acta PREP,1
'010390B0100','010390B01002',1,AGUASCALIENTES,1,Jesús María,390,1,B,0,No Urbana,Diputados MR,181,463,0,463,NO APLICA,NO APLICA,NO APLICA,106,114,5,121,21,16,50,3,0,9,-,-,-,1,1,2,0,-,-,-,-,0,14,463,463,598,46,NA,1,D,83f1cfe482d74a224ade8d31261dc9d9c73c00cfdc57b06e5dd417c9a5003d9d,06/06/2021 21:32:09,06/06/2021 22:06:22,06/06/2021 22:06:48,CASILLA,Móvil,Acta PREP,1
'010390C0100','010390C01002',1,AGUASCALIENTES,1,Jesús María,390,1,C,0,No Urbana,Diputados MR,177,466,0,466,NO APLICA,NO APLICA,NO APLICA,111,86,2,163,25,28,37,0,2,3,-,-,-,0,0,0,0,-,-,-,-,0,9,466,466,597,46,NA,1,D,974d95f9f9b119f0acf17f17435a8ccf60fc22cbaa5917d425b43b3b1fb38d81,06/06/2021 20:06:30,06/06/2021 20:09:18,06/06/2021 20:10:05,CASILLA,Móvil,Acta PREP,1
'010390C0200','010390C02002',1,AGUASCALIENTES,1,Jesús María,390,2,C,0,No Urbana,Diputados MR,600,443,0,443,NO APLICA,NO APLICA,NO APLICA,128,99,3,112,16,17,55,1,0,1,-,-,-,0,0,0,0,-,-,-,-,0,11,443,443,597,46,NA,1,D,f4b2a6f0ec3b8476037c42b12fc5adb638c4aab2fd28530dedf21b0c5a0bd2a1,07/06/2021 02:18:00,07/06/2021 02:22:51,07/06/2021 02:23:44,CATD,Escáner,Acta PREP,1
'010390C0300','010390C03002',1,AGUASCALIENTES,1,Jesús María,390,3,C,0,No Urbana,Diputados MR,Ilegible,Ilegible,Ilegible,Sin dato,NO APLICA,NO APLICA,NO APLICA,123,85,3,176,6,18,42,1,2,5,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,-,-,-,-,Sin dato,Sin dato,14,461,597,46,['Sin dato'],1,D,ab3e9a78c37ea10df187583c823da13d70b99ad6c287ab6e01897f55c2eae2cc,06/06/2021 21:45:57,06/06/2021 22:42:26,06/06/2021 22:42:53,CASILLA,Móvil,Acta PREP,1
'010391B0100','010391B01002',1,AGUASCALIENTES,1,Jesús María,391,1,B,0,No Urbana,Diputados MR,149,536,4,540,NO APLICA,NO APLICA,NO APLICA,135,110,14,148,52,22,49,0,1,2,-,-,-,0,1,1,0,-,-,-,-,0,5,540,540,643,46,NA,1,D,d381cdbc4bb49a0f21c48198d829a1e86f1c8410e56da2be0da3ded4309eb16a,06/06/2021 23:14:59,06/06/2021 23:20:13,06/06/2021 23:20:50,CASILLA,Móvil,Acta PREP,1
'010391C0100','010391C01002',1,AGUASCALIENTES,1,Jesús María,391,1,C,0,No Urbana,Diputados MR,191,498,1,Sin dato,NO APLICA,NO APLICA,NO APLICA,117,103,12,134,52,22,35,0,0,2,-,-,-,0,0,0,0,-,-,-,-,0,17,Sin dato,494,643,46,NA,1,D,3afc2c37db249aebfb16c7ddad5c810195a2f1610692c75bafc574ff48b3eaf9,06/06/2021 23:20:37,06/06/2021 23:30:54,06/06/2021 23:31:32,CASILLA,Móvil,Acta PREP,1
'010391C0200','010391C02002',1,AGUASCALIENTES,1,Jesús María,391,2,C,0,No Urbana,Diputados MR,177,505,5,510,NO APLICA,NO APLICA,NO APLICA,140,108,13,131,42,18,40,1,0,2,-,-,-,0,0,1,0,-,-,-,-,0,14,510,510,643,46,NA,1,D,1681943b620b0d83b3c214e8601e938b2b23329b443327230a5f10ebcfdde5e1,06/06/2021 22:02:36,06/06/2021 22:08:53,06/06/2021 22:09:38,CASILLA,Móvil,Acta PREP,1
'010391C0300','010391C03002',1,AGUASCALIENTES,1,Jesús María,391,3,C,0,No Urbana,Diputados MR,152,534,3,537,NO APLICA,NO APLICA,NO APLICA,167,90,19,129,32,29,52,0,0,3,-,-,-,0,1,3,0,-,-,-,-,0,12,537,537,643,46,NA,1,D,390faea7c50ab72ebc1fdbaa4b5b70567d30afdc925e04b51edb01ae136766fa,06/06/2021 23:05:25,06/06/2021 23:07:41,06/06/2021 23:08:13,CASILLA,Móvil,Acta PREP,1
'010392B0100','010392B01002',1,AGUASCALIENTES,1,Jesús María,392,1,B,0,No Urbana,Diputados MR,391,346,8,353,NO APLICA,NO APLICA,NO APLICA,130,28,1,9,9,3,124,5,6,24,-,-,-,1,1,1,0,-,-,-,-,0,11,353,353,700,44,NA,1,D,93bc8137f505b25e830e2af5cdb9dc54535be593073821344e9b018df8e7a9ef,06/06/2021 22:56:00,06/06/2021 23:02:30,06/06/2021 23:03:04,CATD,Escáner,Acta PREP,1
'010392C0100','010392C01002',1,AGUASCALIENTES,1,Jesús María,392,1,C,0,No Urbana,Diputados MR,399,338,7,345,NO APLICA,NO APLICA,NO APLICA,153,29,2,16,5,1,107,9,3,10,-,-,-,0,2,0,0,-,-,-,-,0,8,345,345,700,44,NA,1,D,76aa285b88dfdfe27e734ad5bae6507e96c1e43a46b02c46237f9725f00b38de,06/06/2021 21:35:02,06/06/2021 22:13:05,06/06/2021 22:14:03,CASILLA,Móvil,Acta PREP,1
'010392C0200','010392C02002',1,AGUASCALIENTES,1,Jesús María,392,2,C,0,No Urbana,Diputados MR,414,326,4,330,NO APLICA,NO APLICA,NO APLICA,143,34,0,10,1,8,78,22,2,17,-,-,-,1,1,0,0,-,-,-,-,0,13,330,330,700,44,NA,1,D,4472871961f09b0e24373d89f116bf486e550e1637d242b3de79e99299918479,06/06/2021 20:45:08,06/06/2021 21:13:01,06/06/2021 21:13:33,CASILLA,Móvil,Acta PREP,1
'010392C0300','010392C03002',1,AGUASCALIENTES,1,Jesús María,392,3,C,0,No Urbana,Diputados MR,423,315,6,7,NO APLICA,NO APLICA,NO APLICA,151,26,0,7,6,4,95,9,3,8,-,-,-,1,0,0,0,-,-,-,-,0,11,321,321,700,44,NA,1,D,e4cf8b31b7c238ad63ca2ff0a24221f68a34e1ae76c36734128220d726a524d0,06/06/2021 21:21:40,06/06/2021 21:41:06,06/06/2021 21:41:28,CASILLA,Móvil,Acta PREP,1
'010392C0400','010392C04002',1,AGUASCALIENTES,1,Jesús María,392,4,C,0,No Urbana,Diputados MR,437,305,1,306,NO APLICA,NO APLICA,NO APLICA,128,28,1,8,9,4,103,12,1,5,-,-,-,0,0,0,0,-,-,-,-,0,7,306,306,699,44,NA,1,D,bc04d83da9a3251e38205feba0a47dd547ef2f9235be8c548f148fcd19a0f3a2,06/06/2021 22:52:00,06/06/2021 22:56:41,06/06/2021 22:57:32,CATD,Escáner,Acta PREP,1
'010392C0500','010392C05002',1,AGUASCALIENTES,1,Jesús María,392,5,C,0,No Urbana,Diputados MR,411,332,6,332,NO APLICA,NO APLICA,NO APLICA,144,25,2,7,4,3,102,15,4,15,-,-,-,2,Sin dato,Sin dato,Sin dato,-,-,-,-,0,8,Sin dato,331,699,44,"['Sin dato', 'Identificación por proceso técnico operativo']",1,D,298678c6ba4b23160ad9acc45c47f0bc90f47504be82144d2bae8073e368f364,06/06/2021 23:55:00,07/06/2021 00:02:50,07/06/2021 00:03:22,CATD,Escáner,Acta Consejo,1
'010392C0600','010392C06002',1,AGUASCALIENTES,1,Jesús María,392,6,C,0,No Urbana,Diputados MR,400,336,7,343,NO APLICA,NO APLICA,NO APLICA,162,33,0,8,5,2,94,13,2,8,-,-,-,1,0,0,0,-,-,-,-,0,15,343,343,699,44,NA,1,D,c733e531d3a20b8afef766a464740c47a6c485e559d394798399954de0a9a096,06/06/2021 23:21:00,06/06/2021 23:32:46,06/06/2021 23:33:23,CATD,Escáner,Acta PREP,1
'010392C0700','010392C07002',1,AGUASCALIENTES,1,Jesús María,392,7,C,0,No Urbana,Diputados MR,435,304,4,308,NO APLICA,NO APLICA,NO APLICA,123,26,2,19,11,6,90,11,4,10,-,-,-,0,1,0,0,-,-,-,-,0,5,308,308,699,44,NA,1,D,f1301884260abb804f4ca9a840eeb7ff1ba732d537fe8d8d679d09d2b1f4ccdd,06/06/2021 22:22:37,06/06/2021 22:37:19,06/06/2021 22:37:52,CASILLA,Móvil,Acta PREP,1
'010392C0800','010392C08002',1,AGUASCALIENTES,1,Jesús María,392,8,C,0,No Urbana,Diputados MR,430,314,7,Sin dato,NO APLICA,NO APLICA,NO APLICA,144,24,2,17,4,1,90,12,5,11,-,-,-,0,1,0,0,-,-,-,-,0,9,320,320,699,44,NA,1,D,f4ed9c77b9d1bc44c5f068752785b2305d9e715f7091d0f5ee42ac3da2e77347,06/06/2021 22:00:11,06/06/2021 22:13:04,06/06/2021 22:13:49,CASILLA,Móvil,Acta PREP,1
'010392C0900','010392C09002',1,AGUASCALIENTES,1,Jesús María,392,9,C,0,No Urbana,Diputados MR,410,326,7,331,NO APLICA,NO APLICA,NO APLICA,123,25,0,6,4,12,106,18,7,14,-,-,-,3,2,0,0,-,-,-,-,1,10,331,331,699,44,NA,1,D,3a40cfb0e53b0a176a7afb45f7a4f28f1282507dca67c59ce8e3c81addfb0d7a,07/06/2021 07:18:00,07/06/2021 07:31:19,07/06/2021 07:32:24,CATD,Escáner,Acta PREP,1
'010393B0100','010393B01002',1,AGUASCALIENTES,1,Jesús María,393,1,B,0,Urbana,Diputados MR,386,295,6,301,NO APLICA,NO APLICA,NO APLICA,145,22,1,15,7,4,76,11,6,8,-,-,-,1,0,0,0,-,-,-,-,1,4,301,301,644,44,NA,1,D,e8665a277df008eacb03fa308b3d515e6499c530862fb6eb304733379a8be2ef,06/06/2021 20:57:41,06/06/2021 21:39:24,06/06/2021 21:40:47,CASILLA,Móvil,Acta PREP,1
'010393C0100','010393C01002',1,AGUASCALIENTES,1,Jesús María,393,1,C,0,Urbana,Diputados MR,370,312,6,318,NO APLICA,NO APLICA,NO APLICA,173,18,0,15,2,7,81,3,1,13,-,-,-,2,0,1,0,-,-,-,-,1,1,318,318,644,44,NA,1,D,8165f89c2675f1aced6cd56c7af4c32ea517fe27c7dd3391d2edf82eed867678,06/06/2021 21:09:49,06/06/2021 21:15:23,06/06/2021 21:15:55,CASILLA,Móvil,Acta PREP,1
'010393C0200','010393C02002',1,AGUASCALIENTES,1,Jesús María,393,2,C,0,Urbana,Diputados MR,364,318,6,324,NO APLICA,NO APLICA,NO APLICA,149,18,3,12,4,2,89,20,2,13,-,-,-,1,0,0,0,-,-,-,-,0,11,324,324,644,44,NA,1,D,e0ec30273e2e23615fa5e9475c44b557d31e7054d07d05537ece5c337fdec752,06/06/2021 20:48:35,06/06/2021 21:30:15,06/06/2021 21:30:56,CASILLA,Móvil,Acta PREP,1
'010393C0300','010393C03002',1,AGUASCALIENTES,1,Jesús María,393,3,C,0,Urbana,Diputados MR,342,336,10,346,NO APLICA,NO APLICA,NO APLICA,179,36,0,16,3,1,78,11,4,7,-,-,-,2,1,0,0,-,-,-,-,0,8,346,346,644,44,NA,1,D,2bac58c8bd35e0ad2840ce4aa38d1c9624c409fdf44e584b13fb1af500b06c61,06/06/2021 20:25:21,06/06/2021 20:31:28,06/06/2021 20:32:18,CASILLA,Móvil,Acta PREP,1
'010393C0400','010393C04002',1,AGUASCALIENTES,1,Jesús María,393,4,C,0,Urbana,Diputados MR,386,296,Ilegible,302,NO APLICA,NO APLICA,NO APLICA,138,34,2,4,3,2,75,17,11,6,-,-,-,0,0,0,0,-,-,-,-,0,10,302,302,644,44,NA,1,D,972bd732ae4becfcdc523ee03de16f22b0ab8961456d5b9c02bdb6b9dfcc162b,06/06/2021 20:22:15,06/06/2021 20:28:10,06/06/2021 20:29:01,CASILLA,Móvil,Acta PREP,1
'010394B0100','010394B01002',1,AGUASCALIENTES,1,Jesús María,394,1,B,0,Urbana,Diputados MR,385,312,12,0,NO APLICA,NO APLICA,NO APLICA,132,33,5,7,7,8,90,8,6,20,-,-,-,0,0,0,0,-,-,-,-,0,8,324,324,667,44,NA,1,D,56b8c08231cdb7e2d75afb69d404b2f82332a48fcc26f6f60d0987f5079dd902,06/06/2021 21:33:16,06/06/2021 21:49:52,06/06/2021 21:50:51,CASILLA,Móvil,Acta PREP,1
'010394C0100','010394C01002',1,AGUASCALIENTES,1,Jesús María,394,1,C,0,Urbana,Diputados MR,388,319,4,7,NO APLICA,NO APLICA,NO APLICA,132,30,8,10,5,3,102,10,3,11,-,-,-,1,0,0,0,-,-,-,-,0,8,323,323,667,44,NA,1,D,d68e6efe478d0d4e2e89c413ae659658c3bae04c6412b0d0f6a53d99854fee33,06/06/2021 22:30:00,06/06/2021 22:35:32,06/06/2021 22:36:01,CATD,Escáner,Acta PREP,1
'010394C0200','010394C02002',1,AGUASCALIENTES,1,Jesús María,394,2,C,0,Urbana,Diputados MR,418,289,4,293,NO APLICA,NO APLICA,NO APLICA,115,34,4,13,12,5,68,19,0,10,-,-,-,0,0,0,0,-,-,-,-,0,13,293,293,667,44,NA,1,D,292a35c05563b5aa489e5b90da01cec4cdd940dd7e26891a95c1abf6b835b0f9,06/06/2021 22:31:00,06/06/2021 22:35:51,06/06/2021 22:36:19,CATD,Escáner,Acta PREP,1
'010394C0300','010394C03002',1,AGUASCALIENTES,1,Jesús María,394,3,C,0,Urbana,Diputados MR,354,350,0,0,NO APLICA,NO APLICA,NO APLICA,144,32,4,11,4,6,103,15,4,17,-,-,-,1,0,0,0,-,-,-,-,0,0,350,341,667,44,['Identificación por proceso técnico operativo'],1,D,143ed237816908f76a229f66aa304d4d6ea958776e332975f8abab6312fb0611,07/06/2021 08:16:00,07/06/2021 08:23:08,07/06/2021 08:24:10,CATD,Escáner,Acta Consejo,1
'010394C0400','010394C04002',1,AGUASCALIENTES,1,Jesús María,394,4,C,0,Urbana,Diputados MR,403,312,3,308,NO APLICA,NO APLICA,NO APLICA,114,29,6,7,7,1,94,11,5,16,-,-,-,0,0,1,1,-,-,-,-,0,0,308,292,667,44,NA,1,D,4ca651810218f8d4b8f8ef009241e12507a0ab38ee429bb6bd9b0309e6a25a0e,06/06/2021 22:36:58,06/06/2021 22:47:19,06/06/2021 22:48:42,CASILLA,Móvil,Acta PREP,1
'010394C0500','010394C05002',1,AGUASCALIENTES,1,Jesús María,394,5,C,0,Urbana,Diputados MR,381,322,8,330,NO APLICA,NO APLICA,NO APLICA,128,35,5,13,5,3,99,9,0,26,-,-,-,0,2,0,0,-,-,-,-,0,5,330,330,667,44,NA,1,D,5b8974872f28fb302def3cd0e3278a7a92094e88aecf41e1c2c692475e6d7b46,06/06/2021 22:49:00,06/06/2021 22:53:38,06/06/2021 22:54:30,CATD,Escáner,Acta PREP,1
'010394C0600','010394C06002',1,AGUASCALIENTES,1,Jesús María,394,6,C,0,Urbana,Diputados MR,413,291,7,298,NO APLICA,NO APLICA,NO APLICA,112,33,2,9,8,3,86,12,5,19,-,-,-,1,0,0,0,-,-,-,-,0,8,298,298,667,44,NA,1,D,3ed6df974654f5e6df0fdf68e6fdaca864b2cb8be8115f9a6b384d1aecfdd229,06/06/2021 21:03:17,06/06/2021 21:20:47,06/06/2021 21:21:41,CASILLA,Móvil,Acta PREP,1
'010394C0700','010394C07002',1,AGUASCALIENTES,1,Jesús María,394,7,C,0,Urbana,Diputados MR,376,330,7,2,NO APLICA,NO APLICA,NO APLICA,113,35,5,11,9,5,113,14,1,14,-,-,-,2,0,0,0,-,-,-,-,0,14,336,336,667,44,NA,1,D,4436092996a50a42dfc6bdd33ebf86fccf20a725d1cbaf11a8187fab8ef7a6c6,06/06/2021 23:10:00,06/06/2021 23:14:15,06/06/2021 23:14:54,CATD,Escáner,Acta PREP,1
'010395B0100','010395B01002',1,AGUASCALIENTES,1,Jesús María,395,1,B,0,Urbana,Diputados MR,235,328,5,333,NO APLICA,NO APLICA,NO APLICA,130,57,0,10,3,2,88,14,3,16,-,-,-,3,0,1,0,-,-,-,-,0,6,333,333,524,44,NA,1,D,933cffd838992bb7d560adc19847e8b5f66a039b321c1f8b2c4dac1409814031,06/06/2021 23:20:00,07/06/2021 07:23:50,07/06/2021 07:24:26,CATD,Escáner,Acta PREP,1
'010395C0100','010395C01002',1,AGUASCALIENTES,1,Jesús María,395,1,C,0,Urbana,Diputados MR,245,323,0,323,NO APLICA,NO APLICA,NO APLICA,150,35,2,13,5,1,82,16,1,7,-,-,-,0,1,0,0,-,-,-,-,0,10,323,323,524,44,NA,1,D,b9e3d8332a8db883661c85d643a8972303af5db0af8e58c4fc30fc2ca4fac7d3,06/06/2021 23:22:00,06/06/2021 23:29:00,06/06/2021 23:29:38,CATD,Escáner,Acta PREP,1
'010395C0200','010395C02002',1,AGUASCALIENTES,1,Jesús María,395,2,C,0,Urbana,Diputados MR,Ilegible,288,5,Ilegible,NO APLICA,NO APLICA,NO APLICA,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,Ilegible,-,-,-,Ilegible,Ilegible,Ilegible,Ilegible,-,-,-,-,Ilegible,Ilegible,Ilegible,0,524,44,['Todos los campos ilegibles'],0,D,f40e3cc54ee8502cf6cb4799a6e4098346da18ba59725d479ed829cc8c1c7d19,06/06/2021 23:19:00,06/06/2021 23:59:21,07/06/2021 00:01:23,CATD,Escáner,Acta PREP,1
'010396B0100','010396B01002',1,AGUASCALIENTES,1,Jesús María,396,1,B,0,Urbana,Diputados MR,347,374,7,370,NO APLICA,NO APLICA,NO APLICA,174,35,3,8,7,6,92,14,0,17,-,-,-,0,0,0,0,-,-,-,-,0,14,370,370,673,44,NA,1,D,5c7c47524262d97de52949811cda2bec433f043fdf0b7882abf87a47977e45a8,06/06/2021 21:03:55,06/06/2021 21:44:39,06/06/2021 21:45:09,CASILLA,Móvil,Acta PREP,1
'010396C0100','010396C01002',1,AGUASCALIENTES,1,Jesús María,396,1,C,0,Urbana,Diputados MR,370,337,10,347,NO APLICA,NO APLICA,NO APLICA,161,34,2,16,3,8,74,16,1,21,-,-,-,1,0,0,0,-,-,-,-,1,9,347,347,673,44,NA,1,D,e0a93368c92460d1f357adf5be072c63b5d2d83c1441f62c08382ad431c747c5,06/06/2021 20:44:39,06/06/2021 20:51:52,06/06/2021 20:53:11,CASILLA,Móvil,Acta PREP,1
