clave_casilla,clave_acta,id_estado,estado,id_distrito_federal,distrito_federal,seccion,id_casilla,tipo_casilla,ext_contigua,ubicacion_casilla,tipo_acta,total_boletas_sobrantes,total_personas_votaron,total_rep_partido_ci_votaron,total_votos_sacados,codigos_entregados_pmdc,codigos_sobrantes,codigos_utilizados,pan,pri,prd,pvem,pt,mc,morena,pes,rsp,fxm,cand_ind_1,cand_ind_2,cand_ind_3,pan_pri_prd,pan_pri,pan_prd,pri_prd,pvem_pt_morena,pvem_pt,pvem_morena,pt_morena,no_registrados,nulos,total_votos_asentado,total_votos_calculados,lista_nominal,representantes_pp_ci,observaciones,contabilizada,mecanismos_traslado,sha,fecha_hora_acopio,fecha_hora_captura,fecha_hora_verificacion,origen,digitalizacion,tipo_documento,cotejada
'010135C0100','010135C01002',1,AGUASCALIENTES,2,Aguascalientes,135,1,C,0,Urbana,Diputados MR,327,338,6,344,NO APLICA,NO APLICA,NO APLICA,167,16,4,9,4,12,111,5,1,6,-,-,-,-,-,-,-,0,0,0,0,0,9,344,344,627,44,NA,1,D,b3fe41953a0013ba4e4166fd59f3d0d407a4d73108a99c7b4032d1505bcc281d,06/06/2021 21:49:10,06/06/2021 22:16:19,06/06/2021 22:16:56,CASILLA,Móvil,Acta PREP,1
'010136B0100','010136B01002',1,AGUASCALIENTES,2,Aguascalientes,136,1,B,0,Urbana,Diputados MR,373,231,8,259,NO APLICA,NO APLICA,NO APLICA,115,24,4,7,0,9,86,3,1,3,-,-,-,-,-,-,-,0,0,0,0,0,7,259,259,588,44,NA,1,D,4becb3a835f21b60a09a91c4fa20b711bcb68d7c8806bdecb61a7d3373713378,06/06/2021 21:23:35,06/06/2021 22:04:55,06/06/2021 22:05:13,CASILLA,Móvil,Acta PREP,1
'010136C0100','010136C01002',1,AGUASCALIENTES,2,Aguascalientes,136,1,C,0,Urbana,Diputados MR,334,292,Ilegible,296,NO APLICA,NO APLICA,NO APLICA,123,25,7,6,1,11,92,6,2,8,-,-,-,-,-,-,-,0,0,0,0,0,15,296,296,588,44,NA,1,D,12ebf91a9293d3a1e134b7e6b21901b116b7c0f9a0771a7cd5a944fbdb22c9ac,06/06/2021 21:34:02,06/06/2021 21:51:00,06/06/2021 21:51:35,CASILLA,Móvil,Acta PREP,1
'010136C0200','010136C02002',1,AGUASCALIENTES,2,Aguascalientes,136,2,C,0,Urbana,Diputados MR,351,271,8,280,NO APLICA,NO APLICA,NO APLICA,111,30,5,3,5,9,87,4,5,9,-,-,-,-,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,12,280,280,587,44,['Sin dato'],1,D,3f2bff6d055cedd65a35bab666a61f8cb03a4c3b5dcbab3756dbad4fae0f37e4,07/06/2021 00:06:00,07/06/2021 00:13:30,07/06/2021 00:14:06,CATD,Escáner,Acta PREP,1
'010137B0100','010137B01002',1,AGUASCALIENTES,2,Aguascalientes,137,1,B,0,Urbana,Diputados MR,346,189,8,197,NO APLICA,NO APLICA,NO APLICA,70,17,5,5,3,16,66,5,0,1,-,-,-,-,-,-,-,1,0,0,2,0,6,197,197,499,44,NA,1,D,3fd75395cdb68d6c6b9265f3571b63a2cf39f90fa4700bdf526154ebf6a1d794,07/06/2021 00:54:00,07/06/2021 01:06:38,07/06/2021 01:07:28,CATD,Escáner,Acta PREP,1
'010138B0100','010138B01002',1,AGUASCALIENTES,2,Aguascalientes,138,1,B,0,Urbana,Diputados MR,387,375,3,378,NO APLICA,NO APLICA,NO APLICA,186,33,10,3,8,17,101,1,5,9,-,-,-,-,-,-,-,0,0,0,0,0,5,378,378,721,44,NA,1,D,0a71f18c9dd59f135cd7ee013c1747e84ddb207829e5d51dbc09cafb82632d9e,06/06/2021 20:46:10,06/06/2021 20:56:12,06/06/2021 20:56:46,CASILLA,Móvil,Acta PREP,1
'010138C0100','010138C01002',1,AGUASCALIENTES,2,Aguascalientes,138,1,C,0,Urbana,Diputados MR,417,343,5,348,NO APLICA,NO APLICA,NO APLICA,145,25,2,8,12,24,108,5,1,4,-,-,-,-,-,-,-,0,0,0,2,0,12,348,348,721,44,NA,1,D,fb8f94b4bfe65ab24a2e25fa5301d196d2d20b9bd9ea552306db26345c318511,06/06/2021 23:38:00,07/06/2021 00:04:54,07/06/2021 00:06:03,CATD,Escáner,Acta PREP,1
'010139B0100','010139B01002',1,AGUASCALIENTES,2,Aguascalientes,139,1,B,0,Urbana,Diputados MR,268,173,6,179,NO APLICA,NO APLICA,NO APLICA,76,15,1,4,2,10,51,2,1,6,-,-,-,-,-,-,-,0,0,0,2,Sin dato,9,179,179,414,44,['Sin dato'],1,D,ee627efb616a1d489289907dd5855ff1f360ff3fdbb33f627d88ad34a63b4f0d,06/06/2021 21:19:11,06/06/2021 22:25:00,06/06/2021 22:25:23,CASILLA,Móvil,Acta PREP,1
'010139C0100','010139C01002',1,AGUASCALIENTES,2,Aguascalientes,139,1,C,0,Urbana,Diputados MR,283,Ilegible,Ilegible,Sin dato,NO APLICA,NO APLICA,NO APLICA,81,15,2,2,1,6,56,4,2,4,-,-,-,-,-,-,-,0,0,0,0,0,2,173,175,414,44,NA,1,D,aafa51ccb4f3bfee4b961e4ff244f997602b14084132c3cd52b09f9799a36da0,06/06/2021 20:13:38,06/06/2021 20:20:46,06/06/2021 20:21:39,CASILLA,Móvil,Acta PREP,1
'010140B0100','010140B01002',1,AGUASCALIENTES,2,Aguascalientes,140,1,B,0,Urbana,Diputados MR,223,269,6,269,NO APLICA,NO APLICA,NO APLICA,136,22,6,3,4,10,74,5,0,0,-,-,-,-,-,-,-,0,0,0,0,0,4,269,264,448,44,NA,1,D,f96b53178a05bfdac6acb056994b2fbea28a5adc06d662668ef398c4b9f08f9c,06/06/2021 22:33:45,06/06/2021 22:41:33,06/06/2021 22:42:02,CASILLA,Móvil,Acta PREP,1
'010140C0100','010140C01002',1,AGUASCALIENTES,2,Aguascalientes,140,1,C,0,Urbana,Diputados MR,234,250,7,254,NO APLICA,NO APLICA,NO APLICA,126,27,6,4,4,5,57,1,0,0,-,-,-,-,-,-,-,0,0,0,0,0,15,254,245,447,44,NA,1,D,5d7ef5603b3a6785b86b2bfd251b2e7bb6bcc3e0b4298e21999005fbf24f08a1,07/06/2021 11:59:00,07/06/2021 13:05:05,07/06/2021 13:06:10,CATD,Escáner,Acta PREP,1
'010141B0100','010141B01002',1,AGUASCALIENTES,2,Aguascalientes,141,1,B,0,Urbana,Diputados MR,290,247,4,251,NO APLICA,NO APLICA,NO APLICA,142,9,5,5,1,7,71,0,0,0,-,-,-,-,-,-,-,0,0,0,0,1,0,10,241,497,44,NA,1,D,b3f8aeda2a3d78950eccbf48ab0f84e4386322f03921d988e60190db6b31f0f7,06/06/2021 21:48:24,06/06/2021 22:16:50,06/06/2021 22:17:03,CASILLA,Móvil,Acta PREP,1
'010141C0100','010141C01002',1,AGUASCALIENTES,2,Aguascalientes,141,1,C,0,Urbana,Diputados MR,312,223,5,228,NO APLICA,NO APLICA,NO APLICA,98,16,3,2,3,8,81,4,2,2,-,-,-,-,-,-,-,1,0,0,1,0,7,228,228,496,44,NA,1,D,46e71f61488bbdcbae0fb6ab3ccad64c4fe9f51fa47baabba2a30898b929234b,06/06/2021 21:46:44,06/06/2021 22:08:43,06/06/2021 22:09:24,CASILLA,Móvil,Acta PREP,1
'010142B0100','010142B01002',1,AGUASCALIENTES,2,Aguascalientes,142,1,B,0,Urbana,Diputados MR,201,235,3,238,NO APLICA,NO APLICA,NO APLICA,99,19,4,2,3,8,82,2,1,7,-,-,-,-,-,-,-,0,0,0,1,2,8,238,238,395,44,NA,1,D,e9852b5c3b23117623daac1f35172ad39cd2022b5b36178d7d3ade2bee50e059,06/06/2021 20:47:51,06/06/2021 20:53:22,06/06/2021 20:53:39,CASILLA,Móvil,Acta PREP,1
'010142C0100','010142C01002',1,AGUASCALIENTES,2,Aguascalientes,142,1,C,0,Urbana,Diputados MR,188,243,7,250,NO APLICA,NO APLICA,NO APLICA,128,14,6,10,4,8,63,2,0,4,-,-,-,-,-,-,-,0,0,2,3,1,5,250,250,394,44,NA,1,D,cd92acd171c5df9837dc8c40632db8edca2d88d0537536195c3049da1419d566,06/06/2021 20:26:11,06/06/2021 20:31:59,06/06/2021 20:32:32,CASILLA,Móvil,Acta PREP,1
'010143B0100','010143B01002',1,AGUASCALIENTES,2,Aguascalientes,143,1,B,0,Urbana,Diputados MR,241,223,7,230,NO APLICA,NO APLICA,NO APLICA,101,16,5,9,9,11,55,2,1,8,-,-,-,-,-,-,-,0,0,0,0,1,12,230,230,427,44,NA,1,D,09222b880273e7f0cdedd850ac464b0cb9356d290b3fbf0fd0b99e9dc35c5ef4,06/06/2021 21:37:39,06/06/2021 22:12:05,06/06/2021 22:12:32,CASILLA,Móvil,Acta PREP,1
'010143C0100','010143C01002',1,AGUASCALIENTES,2,Aguascalientes,143,1,C,0,Urbana,Diputados MR,229,235,7,242,NO APLICA,NO APLICA,NO APLICA,111,16,3,5,6,9,75,1,2,6,-,-,-,-,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,8,242,242,427,44,['Sin dato'],1,D,beb17d5e4cca6c31829f82049824347f1dcb4bddc5b4194a2ee2b76ca6b2d204,06/06/2021 21:39:26,06/06/2021 22:09:06,06/06/2021 22:09:39,CASILLA,Móvil,Acta PREP,1
'010144B0100','010144B01002',1,AGUASCALIENTES,2,Aguascalientes,144,1,B,0,Urbana,Diputados MR,266,225,6,225,NO APLICA,NO APLICA,NO APLICA,104,17,2,4,12,9,63,5,1,8,-,-,-,-,-,-,-,0,0,0,0,0,7,225,232,454,44,NA,1,D,8aa735829abab41e57d5431e536bdde2ae7b8684df8270c28a4b609849f54f18,06/06/2021 23:50:33,07/06/2021 00:05:14,07/06/2021 00:05:46,CASILLA,Móvil,Acta PREP,1
'010144C0100','010144C01002',1,AGUASCALIENTES,2,Aguascalientes,144,1,C,0,Urbana,Diputados MR,257,236,6,241,NO APLICA,NO APLICA,NO APLICA,119,20,3,6,17,5,53,2,3,3,-,-,-,-,-,-,-,0,0,0,0,0,10,241,241,454,44,NA,1,D,033a8741f60b5515fc791b75839ef9863b3275326f29b48819881114e70780ab,06/06/2021 22:11:40,06/06/2021 22:20:22,06/06/2021 22:20:52,CASILLA,Móvil,Acta PREP,1
'010145B0100','010145B01002',1,AGUASCALIENTES,2,Aguascalientes,145,1,B,0,Urbana,Diputados MR,358,411,6,417,NO APLICA,NO APLICA,NO APLICA,194,29,6,2,8,17,128,8,1,12,-,-,-,-,-,-,-,1,0,0,0,0,11,417,417,731,44,['Identificación por proceso técnico operativo'],1,D,e5bebed083d6557d8692b7f94809a90902098ca04a1f1c3588fca569c97d0c40,07/06/2021 06:10:00,07/06/2021 06:17:14,07/06/2021 06:17:59,CATD,Escáner,Acta PREP,1
'010146B0100','010146B01002',1,AGUASCALIENTES,2,Aguascalientes,146,1,B,0,Urbana,Diputados MR,356,257,4,251,NO APLICA,NO APLICA,NO APLICA,120,31,5,7,6,7,66,2,3,2,-,-,-,-,-,-,-,0,0,0,0,0,2,251,251,564,44,NA,1,D,68602ccffd82fe3bedbc0429703a716e03a09fbad61d9b65ee8c864666950ea6,06/06/2021 21:46:47,06/06/2021 22:34:36,06/06/2021 22:35:05,CASILLA,Móvil,Acta PREP,1
'010146C0100','010146C01002',1,AGUASCALIENTES,2,Aguascalientes,146,1,C,0,Urbana,Diputados MR,365,240,4,242,NO APLICA,NO APLICA,NO APLICA,104,28,4,4,2,14,69,2,0,4,-,-,-,-,-,-,-,0,1,0,0,0,10,242,242,563,44,NA,1,D,8989e42b4653734af4ea87a965a37062c1f16482a1616eca18aadee13974320c,07/06/2021 02:02:00,07/06/2021 02:10:57,07/06/2021 02:11:39,CATD,Escáner,Acta PREP,1
'010147B0100','010147B01002',1,AGUASCALIENTES,2,Aguascalientes,147,1,B,0,Urbana,Diputados MR,341,196,11,Sin dato,NO APLICA,NO APLICA,NO APLICA,84,23,2,8,8,15,50,1,2,5,-,-,-,-,-,-,-,Sin dato,Sin dato,8,8,Sin dato,10,208,224,505,44,['Sin dato'],1,D,1edc9f5ac80b054b8190ffe257f63047783d2d66d4f7ac5640c9cd622232f71b,07/06/2021 06:15:00,07/06/2021 06:19:00,07/06/2021 06:20:18,CATD,Escáner,Acta PREP,1
'010147C0100','010147C01002',1,AGUASCALIENTES,2,Aguascalientes,147,1,C,0,Urbana,Diputados MR,336,210,2,212,NO APLICA,NO APLICA,NO APLICA,71,19,2,6,7,15,71,6,1,3,-,-,-,-,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,11,212,212,504,44,['Sin dato'],1,D,377c685ffe5f08f6dee2c4ad3e9c018f6234f4ea678b9ddf803b575c939f6ae3,07/06/2021 03:35:00,07/06/2021 03:44:04,07/06/2021 03:44:36,CATD,Escáner,Acta PREP,1
'010148B0100','010148B01002',1,AGUASCALIENTES,2,Aguascalientes,148,1,B,0,Urbana,Diputados MR,453,308,5,313,NO APLICA,NO APLICA,NO APLICA,117,15,3,8,3,12,123,4,2,8,-,-,-,-,-,-,-,0,0,1,1,1,15,313,313,722,44,NA,1,D,438bb7542135b14ce2edb68c5cbf35aca7722aef1a5970249419d15540370d94,06/06/2021 21:07:48,06/06/2021 21:27:41,06/06/2021 21:28:36,CASILLA,Móvil,Acta PREP,1
'010148C0100','010148C01002',1,AGUASCALIENTES,2,Aguascalientes,148,1,C,0,Urbana,Diputados MR,475,285,6,Sin dato,NO APLICA,NO APLICA,NO APLICA,123,22,4,3,6,16,99,2,0,6,-,-,-,-,-,-,-,0,0,0,1,0,8,290,290,722,44,NA,1,D,b99c4941f2cb9e14fdea1cff540b509d3ef2451343675aefe767effbfc4672dd,06/06/2021 21:47:07,06/06/2021 22:41:05,06/06/2021 22:42:20,CASILLA,Móvil,Acta PREP,1
'010149B0100','010149B01002',1,AGUASCALIENTES,2,Aguascalientes,149,1,B,0,Urbana,Diputados MR,365,333,3,335,NO APLICA,NO APLICA,NO APLICA,135,21,12,4,7,15,109,6,3,3,-,-,-,-,-,-,-,1,0,0,2,0,17,335,335,646,44,NA,1,D,8fe202021d6ff5b86623329bcf618532cd3bfb4dd0153c42f035e32f628a8bca,06/06/2021 21:44:28,06/06/2021 22:01:41,06/06/2021 22:02:14,CASILLA,Móvil,Acta PREP,1
'010149C0100','010149C01002',1,AGUASCALIENTES,2,Aguascalientes,149,1,C,0,Urbana,Diputados MR,339,349,2,351,NO APLICA,NO APLICA,NO APLICA,149,24,4,5,3,13,127,4,2,5,-,-,-,-,-,-,-,1,0,0,2,0,12,351,351,646,44,NA,1,D,8e0a5fcba25762011ed6f9e88906c471947c451217a988bc5b869e9dc6adfade,06/06/2021 20:47:52,06/06/2021 21:15:57,06/06/2021 21:16:31,CASILLA,Móvil,Acta PREP,1
'010149C0200','010149C02002',1,AGUASCALIENTES,2,Aguascalientes,149,2,C,0,Urbana,Diputados MR,356,331,3,334,NO APLICA,NO APLICA,NO APLICA,157,27,3,5,10,11,99,3,1,8,-,-,-,-,-,-,-,0,0,1,1,0,8,334,334,646,44,NA,1,D,81470180dbbd124239385b19df9d0142e83109ae66edb2c8bf1155047d540f8e,06/06/2021 20:50:20,06/06/2021 21:32:06,06/06/2021 21:33:19,CASILLA,Móvil,Acta PREP,1
'010149C0300','010149C03002',1,AGUASCALIENTES,2,Aguascalientes,149,3,C,0,Urbana,Diputados MR,362,323,4,327,NO APLICA,NO APLICA,NO APLICA,163,14,2,8,5,10,105,4,0,7,-,-,-,-,-,-,-,0,0,0,1,1,7,327,327,645,44,NA,1,D,5097a4ad770a7ed11e8d16b790cf0f3aaa89d8a8e4d944abe1a78e91720db65d,06/06/2021 20:34:26,06/06/2021 20:58:29,06/06/2021 20:58:48,CASILLA,Móvil,Acta PREP,1
'010149C0400','010149C04002',1,AGUASCALIENTES,2,Aguascalientes,149,4,C,0,Urbana,Diputados MR,373,314,2,316,NO APLICA,NO APLICA,NO APLICA,152,28,4,5,8,20,74,2,7,2,-,-,-,-,-,-,-,0,0,0,0,1,13,316,316,645,44,NA,1,D,c1b8fe9be9a1409aa47cf2e5b830dba897d960f3cf76871f30ba7527c9d02b4c,06/06/2021 21:11:17,06/06/2021 21:43:06,06/06/2021 21:43:35,CASILLA,Móvil,Acta PREP,1
'010149C0500','010149C05002',1,AGUASCALIENTES,2,Aguascalientes,149,5,C,0,Urbana,Diputados MR,354,333,2,335,NO APLICA,NO APLICA,NO APLICA,162,35,3,7,5,8,85,5,1,9,-,-,-,-,-,-,-,0,0,0,1,1,13,335,335,645,44,NA,1,D,9d4101d2374ad348bd69d2e39a71011a43d7b67c54e48f6684ba0157e10e911e,06/06/2021 20:52:25,06/06/2021 21:12:07,06/06/2021 21:12:33,CASILLA,Móvil,Acta PREP,1
'010150B0100','010150B01002',1,AGUASCALIENTES,2,Aguascalientes,150,1,B,0,Urbana,Diputados MR,236,252,3,255,NO APLICA,NO APLICA,NO APLICA,117,11,4,0,6,9,88,5,0,5,-,-,-,-,-,-,-,0,0,0,1,1,8,250,255,448,44,NA,1,D,7dc2b34c83e44e4842dad1b65790fe2f5396a2faee96ec227858c055a8fa6d2c,06/06/2021 20:56:06,06/06/2021 22:33:38,06/06/2021 22:34:24,CASILLA,Móvil,Acta PREP,1
'010150C0100','010150C01002',1,AGUASCALIENTES,2,Aguascalientes,150,1,C,0,Urbana,Diputados MR,231,258,5,263,NO APLICA,NO APLICA,NO APLICA,104,17,3,4,3,10,93,10,2,2,-,-,-,-,-,-,-,0,0,0,2,1,10,261,261,448,44,NA,1,D,a6bf4e2a9ec8a5aa5d4fb1338deeecea206f62f08e61a2dfb8e64cc9d6791d43,06/06/2021 21:13:31,06/06/2021 21:19:19,06/06/2021 21:20:14,CASILLA,Móvil,Acta PREP,1
'010151B0100','010151B01002',1,AGUASCALIENTES,2,Aguascalientes,151,1,B,0,Urbana,Diputados MR,469,322,0,322,NO APLICA,NO APLICA,NO APLICA,138,22,15,11,0,22,89,6,3,5,-,-,-,-,-,-,-,0,0,0,0,3,8,Sin dato,322,747,44,NA,1,D,a49f55223ce3482d5411f8ef7aff7a785b4f1b9aaafe316050ff17c2ff8eb4c1,06/06/2021 22:34:42,06/06/2021 22:47:55,06/06/2021 22:49:06,CASILLA,Móvil,Acta PREP,1
'010152B0100','010152B01002',1,AGUASCALIENTES,2,Aguascalientes,152,1,B,0,Urbana,Diputados MR,452,309,4,292,NO APLICA,NO APLICA,NO APLICA,134,20,6,5,4,22,91,5,2,3,-,-,-,-,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,292,721,44,['Sin dato'],1,D,fde17f14acbaa01b50f498c01e80d105657e035e04e0320b9e051900521f6c1a,07/06/2021 01:13:00,07/06/2021 01:20:14,07/06/2021 01:20:44,CATD,Escáner,Acta PREP,1
'010152C0100','010152C01002',1,AGUASCALIENTES,2,Aguascalientes,152,1,C,0,Urbana,Diputados MR,468,292,5,297,NO APLICA,NO APLICA,NO APLICA,137,12,8,7,5,12,91,6,2,8,-,-,-,-,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,9,297,297,721,44,['Sin dato'],1,D,7de1142e41b2bc57357ffbf93d43929d51f4224ffce111ca124cf858dbe2d3ad,06/06/2021 22:08:20,06/06/2021 22:23:07,06/06/2021 22:24:13,CASILLA,Móvil,Acta PREP,1
'010152C0200','010152C02002',1,AGUASCALIENTES,2,Aguascalientes,152,2,C,0,Urbana,Diputados MR,430,331,5,0,NO APLICA,NO APLICA,NO APLICA,142,30,9,10,1,18,94,7,2,10,-,-,-,-,-,-,-,0,0,0,0,2,12,336,337,721,44,NA,1,D,9aba8874dc95b2da5fa9b2fd3fb2a17036cfaafb41a2bef4fa0a95bb86bbad48,06/06/2021 21:14:11,06/06/2021 22:20:21,06/06/2021 22:20:52,CASILLA,Móvil,Acta PREP,1
'010152C0300','010152C03002',1,AGUASCALIENTES,2,Aguascalientes,152,3,C,0,Urbana,Diputados MR,453,304,6,310,NO APLICA,NO APLICA,NO APLICA,Sin dato,133,13,10,12,7,14,90,8,2,-,-,-,-,-,-,-,8,0,0,0,1,12,310,310,720,44,['Sin dato'],1,D,e13517f4b3a0466506f48e491c9075db52e69a8ccb133926ff6b4cbebe00047a,07/06/2021 10:04:00,07/06/2021 10:12:35,07/06/2021 10:13:13,CATD,Escáner,Acta PREP,1
'010153B0100','010153B01002',1,AGUASCALIENTES,2,Aguascalientes,153,1,B,0,Urbana,Diputados MR,246,289,5,289,NO APLICA,NO APLICA,NO APLICA,117,23,2,7,5,14,99,2,1,6,-,-,-,-,-,-,-,0,0,0,0,2,11,289,289,491,44,NA,1,D,94a017cc1d873dbdea8e2ef67fd916ce8131937b756c691396b59cbacc3b6ea3,06/06/2021 19:46:18,06/06/2021 19:48:23,06/06/2021 19:49:49,CASILLA,Móvil,Acta PREP,1
'010153C0100','010153C01002',1,AGUASCALIENTES,2,Aguascalientes,153,1,C,0,Urbana,Diputados MR,229,297,8,305,NO APLICA,NO APLICA,NO APLICA,143,27,6,8,5,18,69,6,2,8,-,-,-,-,-,-,-,0,0,0,1,0,12,305,305,490,44,NA,1,D,be9fd94152c71cf93872d72f58bb49cf9fc91d56f3eccf5c34fc7753ae082b44,06/06/2021 20:25:54,06/06/2021 20:32:39,06/06/2021 20:33:17,CASILLA,Móvil,Acta PREP,1
'010154B0100','010154B01002',1,AGUASCALIENTES,2,Aguascalientes,154,1,B,0,Urbana,Diputados MR,8,212,10,222,NO APLICA,NO APLICA,NO APLICA,78,15,7,8,4,14,72,8,5,2,-,-,-,-,-,-,-,0,0,0,1,0,8,222,222,528,44,NA,1,D,c2fcec49ffea27c22dd08e667f2e128652144b28251c72c2934a74811e4be729,06/06/2021 21:41:02,06/06/2021 22:15:39,06/06/2021 22:16:10,CASILLA,Móvil,Acta PREP,1
'010154C0100','010154C01002',1,AGUASCALIENTES,2,Aguascalientes,154,1,C,0,Urbana,Diputados MR,Sin acta,Sin acta,Sin acta,Sin acta,NO APLICA,NO APLICA,NO APLICA,Sin acta,Sin acta,Sin acta,Sin acta,Sin acta,Sin acta,Sin acta,Sin acta,Sin acta,Sin acta,-,-,-,-,-,-,-,Sin acta,Sin acta,Sin acta,Sin acta,Sin acta,Sin acta,Sin acta,0,527,44,Sin acta(3),0,D,-,-,-,-,CATD,Escáner,-,0
'010154C0200','010154C02002',1,AGUASCALIENTES,2,Aguascalientes,154,2,C,0,Urbana,Diputados MR,414,155,2,157,NO APLICA,NO APLICA,NO APLICA,57,16,5,0,3,11,42,4,3,3,-,-,-,-,-,-,-,0,0,0,1,0,12,157,157,527,44,NA,1,D,60efe5aa3dcffd2e642e79adfa69f09ece807025f2f4510c65c5386e8bd89f5d,06/06/2021 23:32:00,07/06/2021 00:14:25,07/06/2021 00:15:41,CATD,Escáner,Acta PREP,3
'010155B0100','010155B01002',1,AGUASCALIENTES,2,Aguascalientes,155,1,B,0,Urbana,Diputados MR,449,280,7,Sin dato,NO APLICA,NO APLICA,NO APLICA,115,19,16,9,8,10,91,4,4,3,-,-,-,-,-,-,-,1,0,0,1,0,6,287,287,692,44,NA,1,D,196539ee0448a01765fae69af0f3fc5be54c9c194a8741b81a716272c7461521,06/06/2021 21:37:14,06/06/2021 22:01:50,06/06/2021 22:03:00,CASILLA,Móvil,Acta PREP,1
'010155C0100','010155C01002',1,AGUASCALIENTES,2,Aguascalientes,155,1,C,0,Urbana,Diputados MR,476,256,7,260,NO APLICA,NO APLICA,NO APLICA,116,16,7,4,4,12,75,4,3,5,-,-,-,-,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,14,260,260,692,44,['Sin dato'],1,D,1c79d54a4c03bf24d3c652941f089d1575e3b0bf3a0a2c7810d8584a72deaa3f,06/06/2021 21:27:55,06/06/2021 21:51:25,06/06/2021 21:52:17,CASILLA,Móvil,Acta PREP,1
'010155C0200','010155C02002',1,AGUASCALIENTES,2,Aguascalientes,155,2,C,0,Urbana,Diputados MR,409,318,8,325,NO APLICA,NO APLICA,NO APLICA,133,20,4,9,7,19,114,4,1,9,-,-,-,-,-,-,-,Sin dato,Sin dato,Sin dato,Sin dato,Sin dato,5,325,325,691,44,['Sin dato'],1,D,c7feb1b2b091a5c4a59f16b127833df8e1815f5dcec154fce085755c7dde5e20,06/06/2021 21:42:15,06/06/2021 22:17:42,06/06/2021 22:18:16,CASILLA,Móvil,Acta PREP,1
'010155C0300','010155C03002',1,AGUASCALIENTES,2,Aguascalientes,155,3,C,0,Urbana,Diputados MR,444,279,10,288,NO APLICA,NO APLICA,NO APLICA,133,23,5,7,1,13,88,5,3,5,-,-,-,-,-,-,-,1,0,0,0,0,5,288,289,691,44,NA,1,D,451a541f45cf76db661fe0a0e3bc46781cc8bd5c7d9e212c2e969de3ea40e9ed,07/06/2021 03:36:00,07/06/2021 03:47:30,07/06/2021 03:48:06,CATD,Escáner,Acta PREP,1
'010155C0400','010155C04002',1,AGUASCALIENTES,2,Aguascalientes,155,4,C,0,Urbana,Diputados MR,0,313,8,321,NO APLICA,NO APLICA,NO APLICA,138,21,8,6,3,13,107,9,2,7,-,-,-,-,-,-,-,0,0,0,0,0,7,321,321,691,44,NA,1,D,a2b12af3500612e26fa49443d04ec7ff9d22d2ea4202b2f9aabd6a5ea73b039f,06/06/2021 20:59:51,06/06/2021 21:27:05,06/06/2021 21:27:43,CASILLA,Móvil,Acta PREP,1
'010155C0500','010155C05002',1,AGUASCALIENTES,2,Aguascalientes,155,5,C,0,Urbana,Diputados MR,464,264,7,271,NO APLICA,NO APLICA,NO APLICA,113,18,4,7,5,12,94,4,0,9,-,-,-,-,-,-,-,0,0,0,0,0,5,271,271,691,44,NA,1,D,80077cb7b527486219afd1c87196770e74ab7c22bd08ff882e414dd9133aa5c3,06/06/2021 21:04:24,06/06/2021 21:21:56,06/06/2021 21:22:45,CASILLA,Móvil,Acta PREP,1
'010155C0600','010155C06002',1,AGUASCALIENTES,2,Aguascalientes,155,6,C,0,Urbana,Diputados MR,442,290,3,293,NO APLICA,NO APLICA,NO APLICA,124,17,4,8,3,13,103,6,4,6,-,-,-,-,-,-,-,0,0,0,0,0,5,293,293,691,44,NA,1,D,7708f2a9f75f6995549990ee667fa8d1eac145cbca567ad7c637b513984c919d,06/06/2021 21:07:19,06/06/2021 21:41:05,06/06/2021 21:41:40,CASILLA,Móvil,Acta PREP,1
'010155E0100','010155E01002',1,AGUASCALIENTES,2,Aguascalientes,155,1,E,0,Urbana,Diputados MR,486,270,8,278,NO APLICA,NO APLICA,NO APLICA,114,13,3,10,6,14,94,5,2,8,-,-,-,-,-,-,-,0,0,0,0,0,9,278,278,720,44,NA,1,D,285eed7ecc36d87b0e2af1159ae5273e5e98f3d18a5c8f54680cc954eb44b173,06/06/2021 22:06:34,06/06/2021 22:34:51,06/06/2021 22:35:53,CASILLA,Móvil,Acta PREP,1
'010155E0101','010155E01012',1,AGUASCALIENTES,2,Aguascalientes,155,1,E,1,Urbana,Diputados MR,498,258,8,266,NO APLICA,NO APLICA,NO APLICA,118,22,3,5,7,17,71,7,3,7,-,-,-,-,-,-,-,0,0,0,0,0,6,266,266,720,44,NA,1,D,0ec49eb4a4ddbf505344eba4af6b4f86d59754ffbf1e0490687b8058190c5fda,07/06/2021 12:01:00,07/06/2021 12:04:28,07/06/2021 12:05:12,CATD,Escáner,Acta PREP,1
