fecha,hora_utc,clase_de_vuelo_todos_los_vuelos,clasificacion_vuelo,tipo_de_movimiento,aeropuerto,origen_destino,aerolinea_nombre,aeronave,pasajeros,calidad_dato
04/05/2021,14:02:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,TEA-P2002-JF,0,DEFINITIVO
19/08/2021,11:28:00,No Regular,Domestico,Despegue,SAL,FDO,0,BE-200,3,DEFINITIVO
21/03/2021,13:06:00,Regular,Domestico,Aterrizaje,IGU,EZE,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-86J,70,DEFINITIVO
11/02/2021,23:36:00,Regular,Domestico,Aterrizaje,EZE,MDP,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,24,DEFINITIVO
06/07/2021,20:15:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,CRV,ICO,0,BE-58,0,DEFINITIVO
27/06/2021,16:54:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,BCA,FDO,0,DH-DHC-6,0,DEFINITIVO
30/03/2021,11:29:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,FDO,0,PA-PA-28-181,0,DEFINITIVO
17/12/2021,12:34:00,Vuelo Privado con Matrícula Nacional,Internacional,Despegue,FDO,SULS,0,BE-200,4,DEFINITIVO
16/09/2021,21:08:00,Regular,Domestico,Despegue,AER,SAL,AEROLINEAS ARGENTINAS SA,BO-737-8BK,87,DEFINITIVO
12/02/2021,18:04:00,Regular,Domestico,Despegue,NEU,EZE,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-86J,83,DEFINITIVO
22/05/2021,19:52:00,Regular,Domestico,Aterrizaje,ROS,AER,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,12,DEFINITIVO
09/04/2021,13:26:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,FDO,0,RAY-HAWKER 800XP,0,DEFINITIVO
17/01/2021,18:14:00,No Regular,Domestico,Aterrizaje,DRY,ESQ,0,BE-400-A,1,DEFINITIVO
28/01/2021,13:28:00,Vuelo Escuela,Domestico,Aterrizaje,CRR,CRR,0,CE-150-M,0,DEFINITIVO
21/08/2021,17:09:00,Regular,Domestico,Despegue,EZE,USU,AEROLINEAS ARGENTINAS SA,BO-737-8BK,64,DEFINITIVO
03/04/2021,00:59:00,Regular,Domestico,Aterrizaje,CBA,AER,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-800,73,DEFINITIVO
22/12/2021,19:30:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-150-L,0,DEFINITIVO
02/12/2021,00:09:00,Regular,Domestico,Despegue,BAR,EZE,JETSMART AIRLINES S.A.,AIB-A320-232,80,DEFINITIVO
31/03/2021,12:12:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,MOR,PEH,0,CE-210-M,0,DEFINITIVO
15/07/2021,18:22:00,No Regular,Internacional,Aterrizaje,AER,SULS,0,BE-C-90-A,1,DEFINITIVO
26/11/2021,13:29:00,1N,Domestico,Despegue,FDO,EZE,AMERICAN JET S.A.,FA-SA-227-DC,0,DEFINITIVO
09/12/2021,19:49:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-150-L,0,DEFINITIVO
09/11/2021,11:08:00,2N,Domestico,Aterrizaje,GAL,MBI,FUERZA AEREA ARGENTINA (FAA),0,0,DEFINITIVO
10/02/2021,13:52:00,Vuelo Escuela,Domestico,Despegue,MOR,MOR,0,TEA-P92 EAGLET G5,0,DEFINITIVO
14/06/2021,12:06:00,Regular,Domestico,Despegue,AER,ECA,AEROLINEAS ARGENTINAS SA,BO-B737-800,75,DEFINITIVO
29/01/2021,14:56:00,Vuelo de Adiestramiento,Domestico,Despegue,CRV,CRV,FUERZA AEREA ARGENTINA (FAA),0,0,DEFINITIVO
04/12/2021,18:59:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,SAL,SAL,0,CE-152,0,DEFINITIVO
16/11/2021,17:32:00,2N,Domestico,Aterrizaje,RYD,RYD,0,0,0,DEFINITIVO
03/05/2021,02:54:00,Regular,Domestico,Despegue,CBA,AER,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-800,64,DEFINITIVO
06/11/2021,23:59:00,1R,Domestico,Aterrizaje,BAR,AER,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-8Q8,93,DEFINITIVO
02/06/2021,20:23:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-152,0,DEFINITIVO
10/01/2021,16:00:00,Vuelo Privado con Matrícula Extranjera,Internacional,Aterrizaje,FDO,SUMU,0,0,0,DEFINITIVO
08/12/2021,06:03:00,Vuelo Oficial Nacional,Domestico,Despegue,DOZ,SRA,0,PA-PA-31-T,0,DEFINITIVO
09/04/2021,09:17:00,Regular,Domestico,Despegue,AER,CBA,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,38,DEFINITIVO
17/12/2021,15:03:00,No Regular,Domestico,Aterrizaje,NEU,DOZ,AMERICAN JET S.A.,FA-SA-227-DC,0,DEFINITIVO
14/12/2021,17:57:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,BAR,BAR,0,BRT-LSA,0,DEFINITIVO
07/12/2021,20:04:00,Regular,Domestico,Despegue,AER,IGU,AEROLINEAS ARGENTINAS SA,BO-B737-800,80,DEFINITIVO
19/03/2021,17:25:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-150-K,0,DEFINITIVO
02/07/2021,21:23:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,FDO,0,TEA-P2002-JF,0,DEFINITIVO
16/09/2021,22:04:00,Regular,Domestico,Aterrizaje,BAR,AER,AEROLINEAS ARGENTINAS SA,BO-B737-8LP,86,DEFINITIVO
14/08/2021,19:03:00,Vuelo Escuela,Domestico,Despegue,MOR,MOR,0,CE-150-L,0,DEFINITIVO
11/04/2021,22:44:00,Regular,Domestico,Aterrizaje,AER,NEU,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,43,DEFINITIVO
15/02/2021,14:07:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-150-L,0,DEFINITIVO
05/09/2021,07:51:00,Regular,Domestico,Despegue,AER,ECA,AEROLINEAS ARGENTINAS SA,BO-737-800,79,DEFINITIVO
01/12/2021,20:16:00,Regular,Domestico,Despegue,CBA,AER,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,39,DEFINITIVO
30/10/2021,12:54:00,Vuelo de Adiestramiento,Domestico,Aterrizaje,CRV,CRV,FUERZA AEREA ARGENTINA (FAA),0,0,DEFINITIVO
13/01/2021,20:30:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,FDO,0,BE-C-90,0,DEFINITIVO
01/09/2021,19:29:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,MOR,MOR,0,GU-GA-7,0,DEFINITIVO
25/12/2021,23:16:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,GPI,0,CE-560,0,DEFINITIVO
20/03/2021,08:54:00,Regular,Domestico,Despegue,EZE,ECA,AEROLINEAS ARGENTINAS SA,BO-B737-8LP,79,DEFINITIVO
07/02/2021,17:55:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,TUC,TCM,0,BE-C-90-A,0,DEFINITIVO
27/03/2021,13:37:00,Regular,Domestico,Aterrizaje,AER,LAR,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,42,DEFINITIVO
02/08/2021,17:42:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,FDO,0,CE-150-J,0,DEFINITIVO
14/04/2021,03:56:00,Regular,Domestico,Aterrizaje,AER,GAL,AEROLINEAS ARGENTINAS SA,BO-B-737-700,57,DEFINITIVO
14/12/2021,13:27:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,BAR,CHP,0,HAW-800-XP,0,DEFINITIVO
02/06/2021,20:46:00,Vuelo Escuela,Domestico,Aterrizaje,POS,POS,0,CE-152,0,DEFINITIVO
17/07/2021,12:26:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,MOR,0,PAA-PA-A-31-350,0,DEFINITIVO
18/12/2021,17:41:00,No Regular,Domestico,Aterrizaje,IGU,FDO,ASNAS,0,1,DEFINITIVO
13/11/2021,18:58:00,3E,Domestico,Despegue,DIA,MOR,0,CE-150-L,0,DEFINITIVO
11/08/2021,15:06:00,Regular,Domestico,Aterrizaje,AER,CRV,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,47,DEFINITIVO
30/10/2021,16:20:00,Regular,Domestico,Aterrizaje,SAL,DOZ,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,43,DEFINITIVO
16/09/2021,13:57:00,Vuelo Escuela,Domestico,Despegue,MOR,MRD,0,CE-152-II,0,DEFINITIVO
04/07/2021,20:48:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,FDO,CWO S.A. - SUN FLIGHT,CE-150-G,0,DEFINITIVO
23/09/2021,22:42:00,Vuelo Oficial Nacional,Domestico,Despegue,CRV,CRV,0,0,0,DEFINITIVO
28/08/2021,21:05:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,SRA,SRA,0,CE-R-172-K,0,DEFINITIVO
07/05/2021,22:25:00,Vuelo Oficial Nacional,Domestico,Aterrizaje,JUJ,IAC,EJERCITO ARGENTINO,0,0,DEFINITIVO
20/10/2021,18:00:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,RYD,UIS,0,CE-172-N,0,DEFINITIVO
13/07/2021,19:06:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,FDO,0,PA-PA-28-181,0,DEFINITIVO
17/12/2021,16:02:00,Vuelo Oficial Nacional,Domestico,Despegue,RYD,DOZ,0,0,0,DEFINITIVO
17/06/2021,23:15:00,Regular,Domestico,Despegue,AER,TUC,AEROLINEAS ARGENTINAS SA,BO-B737-8LP,81,DEFINITIVO
19/02/2021,12:00:00,Vuelo Escuela,Domestico,Despegue,MOR,MOR,0,CE-150-M,0,DEFINITIVO
05/03/2021,12:27:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-150-M,0,DEFINITIVO
03/08/2021,20:47:00,Vuelo Escuela,Domestico,Aterrizaje,DRY,DRY,0,CE-150,0,DEFINITIVO
20/03/2021,20:57:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,SRA,SRA,0,TEA-P2002 SIERRA,0,DEFINITIVO
27/02/2021,14:11:00,Regular,Domestico,Despegue,EZE,BAR,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-800,78,DEFINITIVO
15/11/2021,22:00:00,1R,Domestico,Despegue,AER,CAT,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,44,DEFINITIVO
09/06/2021,20:36:00,Vuelo Oficial Nacional,Domestico,Despegue,BCA,AER,0,0,4,DEFINITIVO
12/10/2021,12:24:00,Regular,Domestico,Despegue,DOZ,AER,JETSMART AIRLINES S.A.,AIB-A320-232,93,DEFINITIVO
16/02/2021,15:23:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-150-G,0,DEFINITIVO
04/05/2021,17:42:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,JMB,0,PA-PA-28-R-201T,1,DEFINITIVO
11/02/2021,21:47:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,BAR,0,BOM-CL-600-2B16,2,DEFINITIVO
11/12/2021,21:03:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-150-L,0,DEFINITIVO
18/08/2021,20:01:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,CBA,0,LJ-45,2,DEFINITIVO
07/08/2021,20:03:00,Vuelo Escuela,Domestico,Despegue,POS,POS,0,CE-172-N,1,DEFINITIVO
19/05/2021,00:06:00,Regular,Internacional,Despegue,EZE,KMIA,AMERICAN AIRLINES INC.,0,272,DEFINITIVO
17/09/2021,21:12:00,Vuelo Escuela,Domestico,Despegue,SRA,SRA,0,CE-R-172-K,0,DEFINITIVO
21/01/2021,13:15:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,FDO,0,CE-150-J,0,DEFINITIVO
04/11/2021,00:34:00,1R,Domestico,Aterrizaje,CBA,AER,AEROLINEAS ARGENTINAS SA,BO-B737-8SH,86,DEFINITIVO
01/08/2021,20:44:00,No Regular,Internacional,Aterrizaje,FDO,SPTN,0,LJ-60,0,DEFINITIVO
16/03/2021,14:56:00,Vuelo Escuela,Domestico,Despegue,MOR,MOR,0,CE-152-A,0,DEFINITIVO
05/11/2021,03:40:00,1R,Domestico,Despegue,TUC,AER,AEROLINEAS ARGENTINAS SA,BO-B737-800,85,DEFINITIVO
10/09/2021,13:38:00,Regular,Domestico,Aterrizaje,AER,CRR,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,39,DEFINITIVO
26/10/2021,13:16:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,NEU,FDO,0,BE-B-200,1,DEFINITIVO
20/12/2021,00:33:00,Regular,Domestico,Aterrizaje,EZE,USU,AEROLINEAS ARGENTINAS SA,BO-B737-8MB,86,DEFINITIVO
06/09/2021,21:22:00,Vuelo Escuela,Domestico,Aterrizaje,PAL,MOR,PRO FLIGHT SRL,CE-150-K,0,DEFINITIVO
07/04/2021,20:18:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-150-H,0,DEFINITIVO
12/04/2021,13:16:00,Regular,Domestico,Despegue,AER,CBA,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,26,DEFINITIVO
01/09/2021,18:58:00,Vuelo Escuela,Domestico,Despegue,MOR,MOR,0,CE-150-M,0,DEFINITIVO
31/07/2021,17:30:00,No Regular,Domestico,Despegue,BAR,BAR,0,BE-S-35,0,DEFINITIVO
04/10/2021,01:40:00,Regular,Domestico,Despegue,POS,AER,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,47,DEFINITIVO
27/04/2021,21:54:00,Regular,Domestico,Despegue,EZE,JUJ,AEROLINEAS ARGENTINAS SA,BO-737-800,0,DEFINITIVO
28/12/2021,14:20:00,Regular,Domestico,Aterrizaje,AER,NEU,JETSMART AIRLINES S.A.,AIB-A320-232,87,DEFINITIVO
11/09/2021,14:43:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,ATE,0,TEA-P2002 SIERRA,0,DEFINITIVO
17/08/2021,20:22:00,Regular,Domestico,Aterrizaje,USU,EZE,AEROLINEAS ARGENTINAS SA,BO-B737-8BK,82,DEFINITIVO
01/07/2021,15:47:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,OSA,FDO,0,PAA-PA-A-31-310,0,DEFINITIVO
29/10/2021,07:31:00,Regular,Internacional,Despegue,EZE,SPJC,LAN PERU,0,162,DEFINITIVO
02/05/2021,14:00:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,CRR,0,CE-208-B,1,DEFINITIVO
15/03/2021,00:58:00,Regular,Domestico,Aterrizaje,IGU,EZE,AEROLINEAS ARGENTINAS SA,BO-737-8SH,69,DEFINITIVO
03/06/2021,16:52:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,ROS,CNA,0,EV-HARMONY LSA,0,DEFINITIVO
05/09/2021,14:04:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-150-M,0,DEFINITIVO
08/12/2021,10:50:00,Vuelo Privado con Matrícula Nacional,Internacional,Despegue,FDO,2669,0,BE-E-90,0,DEFINITIVO
01/10/2021,18:59:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,TRC,CUA,0,RO-R-44-II,0,DEFINITIVO
29/10/2021,20:16:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,AER,JUA,0,LJ-45,5,DEFINITIVO
30/03/2021,21:38:00,Regular,Domestico,Aterrizaje,JUA,AER,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,30,DEFINITIVO
24/12/2021,23:55:00,Regular,Internacional,Aterrizaje,AER,SCEL,SKY AIRLINE S.A.,0,165,DEFINITIVO
06/07/2021,19:50:00,Vuelo Escuela,Domestico,Despegue,MOR,MOR,0,CE-AA-150-L,0,DEFINITIVO
12/03/2021,13:53:00,Vuelo Oficial Nacional,Domestico,Despegue,RTA,RTA,0,0,0,DEFINITIVO
03/08/2021,23:59:00,Regular,Domestico,Despegue,SAL,AER,AEROLINEAS ARGENTINAS SA,BO-737-800,80,DEFINITIVO
29/08/2021,17:27:00,Vuelo Escuela,Domestico,Despegue,MOR,MOR,0,CE-150-J,0,DEFINITIVO
07/09/2021,18:00:00,Regular,Domestico,Aterrizaje,AER,TRE,AEROLINEAS ARGENTINAS SA,BO-B737-800,80,DEFINITIVO
27/09/2021,16:14:00,Regular,Domestico,Aterrizaje,AER,POS,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,44,DEFINITIVO
03/12/2021,04:36:00,Regular,Domestico,Despegue,GRA,AER,AEROLINEAS ARGENTINAS SA,BO-B737-8SH,83,DEFINITIVO
12/09/2021,18:57:00,Regular,Domestico,Despegue,DOZ,CBA,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,47,DEFINITIVO
23/11/2021,10:25:00,1R,Internacional,Aterrizaje,EZE,EHAM,KLM ROYAL DOUTCH AIRLINES,0,277,DEFINITIVO
04/01/2021,00:28:00,Regular,Domestico,Aterrizaje,JUJ,EZE,AEROLINEAS ARGENTINAS SA,BO-737-8SH,49,DEFINITIVO
08/10/2021,01:07:00,Regular,Domestico,Despegue,ROS,AER,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,14,DEFINITIVO
05/03/2021,20:25:00,Vuelo Oficial Nacional,Domestico,Aterrizaje,CRV,CRV,0,0,0,DEFINITIVO
15/01/2021,16:46:00,No Regular,Domestico,Aterrizaje,TRE,FDO,0,BE-400-A,0,DEFINITIVO
31/05/2021,21:43:00,Regular,Domestico,Despegue,SIS,AER,AEROLINEAS ARGENTINAS SA,BO-737-800,44,DEFINITIVO
12/06/2021,18:42:00,Regular,Domestico,Aterrizaje,AER,BAR,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-800,45,DEFINITIVO
15/10/2021,13:45:00,Regular,Domestico,Aterrizaje,TUC,AER,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,49,DEFINITIVO
17/02/2021,07:47:00,Regular,Domestico,Despegue,EZE,ECA,AEROLINEAS ARGENTINAS SA,BO-B737-8MB,81,DEFINITIVO
05/09/2021,15:49:00,Vuelo Escuela,Domestico,Despegue,MOR,NDL,0,TEA-P92 ECHO MKII,0,DEFINITIVO
16/05/2021,14:51:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,TEA-P92 MKII,0,DEFINITIVO
16/10/2021,18:34:00,Regular,Domestico,Aterrizaje,AER,TRE,AEROLINEAS ARGENTINAS SA,BO-737-800,88,DEFINITIVO
24/12/2021,11:14:00,Regular,Internacional,Aterrizaje,EZE,KATL,DELTA AIRLINES,0,289,DEFINITIVO
01/10/2021,19:36:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,FDO,0,TEA-P2002 SIERRA,1,DEFINITIVO
15/08/2021,13:06:00,Regular,Domestico,Despegue,BAR,AER,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-8Q8,88,DEFINITIVO
02/12/2021,20:10:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,FDO,0,CE-152,0,DEFINITIVO
31/10/2021,12:29:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,ROS,FDO,0,RAY-C90A,0,DEFINITIVO
26/12/2021,21:05:00,Regular,Domestico,Despegue,AER,CBA,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-800,92,DEFINITIVO
17/01/2021,12:04:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,GDH,0,TXA-B200GT,1,DEFINITIVO
31/01/2021,19:45:00,No Regular,Domestico,Aterrizaje,BAR,FDO,0,HAB-HAWKER-900XP,0,DEFINITIVO
15/02/2021,18:45:00,Regular,Domestico,Aterrizaje,CBA,DOZ,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,44,DEFINITIVO
09/06/2021,19:37:00,Vuelo Escuela,Domestico,Despegue,MOR,MOR,0,CE-150-L,0,DEFINITIVO
24/07/2021,17:15:00,Vuelo Escuela,Domestico,Despegue,MOR,SDL,0,CE-152,0,DEFINITIVO
20/11/2021,09:50:00,4N,Domestico,Despegue,CRR,FDO,0,CE-208-B,2,DEFINITIVO
16/09/2021,00:24:00,Regular,Domestico,Aterrizaje,ROS,SAL,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,43,DEFINITIVO
07/07/2021,18:13:00,No Regular,Domestico,Aterrizaje,FDO,PNR,0,BE-C-90-A,0,DEFINITIVO
17/06/2021,17:47:00,Regular,Domestico,Aterrizaje,CBA,DOZ,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,22,DEFINITIVO
21/11/2021,03:34:00,1R,Domestico,Aterrizaje,AER,TUC,AEROLINEAS ARGENTINAS SA,BO-737-8,73,DEFINITIVO
03/02/2021,18:16:00,Regular,Domestico,Despegue,EZE,BAR,AEROLINEAS ARGENTINAS SA,BO-737-800,83,DEFINITIVO
08/03/2021,20:10:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,VIE,PAT,0,PAA-PA-A-28-140,0,DEFINITIVO
12/10/2021,16:03:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,FDO,0,CE-150-J,0,DEFINITIVO
10/04/2021,19:50:00,Regular,Domestico,Aterrizaje,AER,BAR,JETSMART AIRLINES S.A.,AIB-A320-232,66,DEFINITIVO
13/12/2021,22:47:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,SIS,0,TEA-P2006T,0,DEFINITIVO
16/06/2021,12:51:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,POS,0,CE-525,3,DEFINITIVO
10/08/2021,11:33:00,No Regular,Domestico,Despegue,DOZ,PAR,0,0,0,DEFINITIVO
04/05/2021,21:53:00,Regular,Domestico,Despegue,GAL,AER,AEROLINEAS ARGENTINAS SA,BO-737-8HX,42,DEFINITIVO
21/09/2021,16:28:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-150-L,0,DEFINITIVO
01/07/2021,20:54:00,Regular,Domestico,Aterrizaje,AER,IGU,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-86J,75,DEFINITIVO
28/01/2021,13:35:00,Regular,Domestico,Despegue,EZE,TRE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,24,DEFINITIVO
01/03/2021,18:38:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,MDP,MDB,0,CE-150-M,0,DEFINITIVO
25/06/2021,20:54:00,Vuelo Oficial Nacional,Domestico,Despegue,ROS,AER,0,0,0,DEFINITIVO
23/07/2021,18:25:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-150-M,0,DEFINITIVO
18/09/2021,05:26:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,ROS,0,GU-GA-7,0,DEFINITIVO
11/12/2021,19:40:00,Vuelo Escuela,Domestico,Despegue,MOR,MGI,0,TEA-P92 MKII,0,DEFINITIVO
22/03/2021,21:55:00,Regular,Internacional,Despegue,EZE,SPJC,LAN PERU,0,119,DEFINITIVO
17/01/2021,18:04:00,Regular,Domestico,Despegue,BAR,DOZ,JETSMART AIRLINES S.A.,AIB-A320-232,64,DEFINITIVO
08/04/2021,09:14:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,POS,FDO,0,CE-525,2,DEFINITIVO
16/02/2021,13:54:00,Vuelo Escuela,Domestico,Despegue,MOR,MOR,0,CE-150-L,0,DEFINITIVO
22/05/2021,01:01:00,Regular,Domestico,Aterrizaje,AER,ROS,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,9,DEFINITIVO
24/08/2021,02:02:00,Regular,Domestico,Despegue,CBA,AER,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-8Q8,92,DEFINITIVO
28/11/2021,13:41:00,1R,Domestico,Aterrizaje,DOZ,AER,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,46,DEFINITIVO
24/12/2021,02:04:00,Regular,Internacional,Despegue,EZE,SULS,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-8Q8,157,DEFINITIVO
18/10/2021,12:03:00,Regular,Domestico,Despegue,SAL,AER,JETSMART AIRLINES S.A.,AIB-A320-232,81,DEFINITIVO
27/12/2021,14:43:00,Regular,Domestico,Aterrizaje,AER,CBA,AEROLINEAS ARGENTINAS SA,BO-B737-8SH,56,DEFINITIVO
15/08/2021,13:32:00,Regular,Domestico,Aterrizaje,AER,SAL,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-800,86,DEFINITIVO
29/05/2021,18:08:00,No Regular,Domestico,Despegue,FDO,AER,BAIRES FLY SA,LJ-35-A,0,DEFINITIVO
22/12/2021,14:59:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,CHP,CHP,0,AIR-AT-802A,0,DEFINITIVO
13/12/2021,21:23:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,DRX,0,BE-58,1,DEFINITIVO
18/06/2021,10:02:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,SAL,0,CE-501,0,DEFINITIVO
11/01/2021,01:10:00,Regular,Domestico,Despegue,SDE,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,49,DEFINITIVO
18/12/2021,16:47:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,CE-152,0,DEFINITIVO
24/10/2021,14:38:00,Regular,Domestico,Despegue,USU,ECA,AEROLINEAS ARGENTINAS SA,BO-737-8HX,83,DEFINITIVO
01/07/2021,00:32:00,No Regular,Domestico,Aterrizaje,AER,CRV,0,LJ-60-XR,2,DEFINITIVO
09/05/2021,14:58:00,Vuelo Escuela,Domestico,Aterrizaje,MOR,MOR,0,TEA-P2002 SIERRA,0,DEFINITIVO
27/10/2021,07:16:00,No Regular,Domestico,Despegue,NEU,DRY,0,FA-SA-227-AC,3,DEFINITIVO
17/11/2021,10:58:00,1R,Internacional,Aterrizaje,EZE,EDDF,LUFTHANSA,0,340,DEFINITIVO
11/03/2021,13:43:00,Vuelo Oficial Nacional,Domestico,Despegue,PAR,PAR,0,0,0,DEFINITIVO
13/07/2021,21:15:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,TRC,CUA,0,TEA-ASTORE,0,DEFINITIVO
03/01/2021,01:54:00,Regular,Domestico,Aterrizaje,EZE,TUC,AEROLINEAS ARGENTINAS SA,BO-B-737-700,57,DEFINITIVO
17/06/2021,17:13:00,Vuelo Escuela,Domestico,Despegue,MOR,MOR,0,PA-PA-39,0,DEFINITIVO
25/02/2021,20:18:00,Vuelo Oficial Nacional,Domestico,Aterrizaje,PAL,GAL,FUERZA AEREA ARGENTINA,0,0,DEFINITIVO
02/06/2021,16:20:00,Vuelo Escuela,Domestico,Despegue,GAL,RGR,0,PAA-PA-A-28-181,0,DEFINITIVO
26/11/2021,20:33:00,3E,Domestico,Aterrizaje,MOR,MOR,0,CE-150-M,0,DEFINITIVO
19/08/2021,04:36:00,Regular,Internacional,Despegue,EZE,EDDF,LUFTHANSA CARGO AG.,0,0,DEFINITIVO
