fecha,hora_utc,clase_de_vuelo_todos_los_vuelos,clasificacion_vuelo,tipo_de_movimiento,aeropuerto,origen_destino,aerolinea_nombre,aeronave,pasajeros,calidad_dato
01/01/2021,19:09:00,Regular,Domestico,Aterrizaje,EZE,BAR,AEROLINEAS ARGENTINAS SA,BO-737-8SH,62,DEFINITIVO
01/01/2021,19:12:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,MDP,MPP,0,CE-182-C,0,DEFINITIVO
01/01/2021,19:14:00,Regular,Domestico,Aterrizaje,VIE,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,31,DEFINITIVO
01/01/2021,19:22:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,CBA,CRR,ESCUELA DE VUELO CORRIENTES,PAA-PA-A-28-161,1,DEFINITIVO
01/01/2021,19:23:00,Regular,Domestico,Aterrizaje,EZE,CBA,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,39,DEFINITIVO
01/01/2021,19:28:00,Regular,Domestico,Aterrizaje,EZE,JUA,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,34,DEFINITIVO
01/01/2021,19:34:00,Regular,Domestico,Aterrizaje,EZE,NEU,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-86J,68,DEFINITIVO
01/01/2021,19:42:00,Regular,Domestico,Despegue,EZE,DOZ,AEROLINEAS ARGENTINAS SA,BO-737-8SH,70,DEFINITIVO
01/01/2021,19:46:00,Regular,Domestico,Aterrizaje,EZE,EZE,AEROLINEAS ARGENTINAS SA,BO-B737-8BK,0,DEFINITIVO
01/01/2021,19:50:00,Regular,Domestico,Despegue,IGU,EZE,AEROLINEAS ARGENTINAS SA,BO-B737-8LP,13,DEFINITIVO
01/01/2021,19:51:00,Vuelo Oficial Nacional,Domestico,Aterrizaje,PAL,CRV,FUERZA AEREA ARGENTINA,0,5,DEFINITIVO
01/01/2021,19:52:00,Regular,Domestico,Despegue,MDP,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,13,DEFINITIVO
01/01/2021,19:57:00,Regular,Internacional,Aterrizaje,EZE,SBGR,TAM - TRANSPORTES AEREOS MERIDIONAIS S/A,0,84,DEFINITIVO
01/01/2021,20:03:00,Regular,Domestico,Aterrizaje,EZE,POS,AEROLINEAS ARGENTINAS SA,BO-B-737-7BD,40,DEFINITIVO
01/01/2021,20:04:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,VIE,PAT,AERO CLUB PATAGONES,PAA-PA-A-28-140,0,DEFINITIVO
01/01/2021,20:07:00,Regular,Domestico,Despegue,CBA,BAR,AEROLINEAS ARGENTINAS SA,BO-B737-81D,81,DEFINITIVO
01/01/2021,20:08:00,Regular,Domestico,Aterrizaje,BAR,EZE,AEROLINEAS ARGENTINAS SA,BO-B737-8MB,82,DEFINITIVO
01/01/2021,20:19:00,Regular,Domestico,Aterrizaje,EZE,DOZ,AEROLINEAS ARGENTINAS SA,BO-737-800,33,DEFINITIVO
01/01/2021,20:19:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,ROS,EDO,0,CE-T240,2,DEFINITIVO
01/01/2021,20:19:00,Trabajo Aéreo,Domestico,Despegue,SRA,SRA,0,PA-PA-31-T,0,DEFINITIVO
01/01/2021,20:22:00,Regular,Domestico,Aterrizaje,NEU,EZE,AEROLINEAS ARGENTINAS SA,BO-B-737-76N,60,DEFINITIVO
01/01/2021,20:22:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,ROS,SGE,0,BE-C-90,3,DEFINITIVO
01/01/2021,20:24:00,Regular,Domestico,Despegue,EZE,SAL,AEROLINEAS ARGENTINAS SA,BO-737-8HX,85,DEFINITIVO
01/01/2021,20:25:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,ROS,EZE,0,CE-550,2,DEFINITIVO
01/01/2021,20:26:00,Regular,Domestico,Despegue,EZE,ROS,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,15,DEFINITIVO
01/01/2021,20:32:00,Regular,Domestico,Aterrizaje,TRE,EZE,AEROLINEAS ARGENTINAS SA,BO-737-800,79,DEFINITIVO
01/01/2021,20:34:00,Regular,Domestico,Aterrizaje,EZE,MDP,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,33,DEFINITIVO
01/01/2021,20:34:00,Vuelo Oficial Nacional,Domestico,Despegue,PAL,CBA,FUERZA AEREA ARGENTINA,0,1,DEFINITIVO
01/01/2021,20:35:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,FDO,CHP,0,GU-GV,0,DEFINITIVO
01/01/2021,20:36:00,Regular,Domestico,Despegue,EZE,CBA,AEROLINEAS ARGENTINAS SA,BO-B-737-81D,70,DEFINITIVO
01/01/2021,20:39:00,Regular,Domestico,Despegue,VIE,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,23,DEFINITIVO
01/01/2021,20:41:00,Regular,Internacional,Aterrizaje,EZE,SCEL,LAN AIRLINES S.A.,0,123,DEFINITIVO
01/01/2021,20:41:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,POS,POS,0,RAB-S 12 AIRALE,0,DEFINITIVO
01/01/2021,20:43:00,Regular,Domestico,Despegue,EZE,BCA,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,39,DEFINITIVO
01/01/2021,20:48:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,VIE,PAT,AERO CLUB PATAGONES,PAA-PA-A-28-140,0,DEFINITIVO
01/01/2021,20:51:00,Regular,Internacional,Despegue,EZE,SPJC,LAN PERU,0,125,DEFINITIVO
01/01/2021,20:55:00,No Regular,Domestico,Aterrizaje,EZE,ROS,0,CE-550,2,DEFINITIVO
01/01/2021,20:58:00,Regular,Domestico,Aterrizaje,BAR,EZE,AEROLINEAS ARGENTINAS SA,BO-737-8BK,83,DEFINITIVO
01/01/2021,21:10:00,Regular,Domestico,Aterrizaje,ROS,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,9,DEFINITIVO
01/01/2021,21:15:00,Regular,Domestico,Aterrizaje,TUC,MDP,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,7,DEFINITIVO
01/01/2021,21:15:00,Regular,Domestico,Despegue,EZE,CRR,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-86J,70,DEFINITIVO
01/01/2021,21:16:00,Regular,Domestico,Despegue,BAR,EZE,AEROLINEAS ARGENTINAS SA,BO-B737-8MB,34,DEFINITIVO
01/01/2021,21:18:00,Regular,Domestico,Aterrizaje,DOZ,EZE,AEROLINEAS ARGENTINAS SA,BO-737-8SH,71,DEFINITIVO
01/01/2021,21:20:00,Regular,Domestico,Despegue,TRE,EZE,AEROLINEAS ARGENTINAS SA,BO-737-800,7,DEFINITIVO
01/01/2021,21:24:00,Regular,Domestico,Despegue,EZE,BAR,AEROLINEAS ARGENTINAS SA,BO-737-8SH,84,DEFINITIVO
01/01/2021,21:27:00,Regular,Domestico,Despegue,NEU,EZE,AEROLINEAS ARGENTINAS SA,BO-B-737-76N,37,DEFINITIVO
01/01/2021,21:28:00,Regular,Domestico,Despegue,EZE,CRV,AEROLINEAS ARGENTINAS SA,BO-B737-800,52,DEFINITIVO
01/01/2021,21:35:00,Regular,Domestico,Despegue,EZE,ESQ,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,43,DEFINITIVO
01/01/2021,21:36:00,Regular,Domestico,Aterrizaje,EZE,IGU,AEROLINEAS ARGENTINAS SA,BO-B737-8LP,27,DEFINITIVO
01/01/2021,21:39:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,ROS,SGE,0,BE-C-90,0,DEFINITIVO
01/01/2021,21:40:00,Trabajo Aéreo,Domestico,Aterrizaje,SRA,SRA,0,PA-PA-31-T,0,DEFINITIVO
01/01/2021,21:40:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,NEU,CHP,0,BE-B-200,1,DEFINITIVO
01/01/2021,21:41:00,Regular,Domestico,Aterrizaje,BCA,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,39,DEFINITIVO
01/01/2021,21:41:00,Regular,Domestico,Aterrizaje,CBA,EZE,AEROLINEAS ARGENTINAS SA,BO-B-737-81D,69,DEFINITIVO
01/01/2021,21:44:00,Regular,Domestico,Aterrizaje,EZE,USU,AEROLINEAS ARGENTINAS SA,AIB-A-330-223,48,DEFINITIVO
01/01/2021,21:51:00,Regular,Internacional,Despegue,EZE,SBGR,TAM - TRANSPORTES AEREOS MERIDIONAIS S/A,0,84,DEFINITIVO
01/01/2021,21:55:00,No Regular,Domestico,Despegue,EZE,ROS,0,CE-550,0,DEFINITIVO
01/01/2021,22:00:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,POS,POS,0,RAB-S 12 AIRALE,0,DEFINITIVO
01/01/2021,22:01:00,Regular,Domestico,Despegue,ROS,PAR,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,9,DEFINITIVO
01/01/2021,22:02:00,Regular,Domestico,Aterrizaje,BAR,CBA,AEROLINEAS ARGENTINAS SA,BO-B737-81D,81,DEFINITIVO
01/01/2021,22:03:00,Regular,Domestico,Despegue,BAR,EZE,AEROLINEAS ARGENTINAS SA,BO-737-8BK,5,DEFINITIVO
01/01/2021,22:06:00,No Regular,Internacional,Aterrizaje,EZE,SGAS,AMASZONAS DEL PARAGUAY,0,20,DEFINITIVO
01/01/2021,22:09:00,Regular,Domestico,Aterrizaje,SAL,EZE,AEROLINEAS ARGENTINAS SA,BO-737-8HX,84,DEFINITIVO
01/01/2021,22:10:00,Regular,Internacional,Despegue,EZE,SCEL,LAN AIRLINES S.A.,0,0,DEFINITIVO
01/01/2021,22:15:00,Vuelo Oficial Nacional,Domestico,Aterrizaje,CBA,PAL,FUERZA AEREA ARGENTINA,0,0,DEFINITIVO
01/01/2021,22:18:00,Regular,Domestico,Aterrizaje,PAR,ROS,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,6,DEFINITIVO
01/01/2021,22:20:00,Regular,Domestico,Despegue,TUC,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,39,DEFINITIVO
01/01/2021,22:21:00,Regular,Domestico,Aterrizaje,CRR,EZE,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-86J,70,DEFINITIVO
01/01/2021,22:22:00,Regular,Domestico,Despegue,EZE,TUC,AEROLINEAS ARGENTINAS SA,BO-B-737-7BD,49,DEFINITIVO
01/01/2021,22:25:00,Regular,Domestico,Despegue,DOZ,EZE,AEROLINEAS ARGENTINAS SA,BO-737-8SH,63,DEFINITIVO
01/01/2021,22:33:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,CRV,ICO,0,PA-PA-28-151,0,DEFINITIVO
01/01/2021,22:34:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,ROS,EZE,0,CE-550,0,DEFINITIVO
01/01/2021,22:43:00,Regular,Domestico,Despegue,EZE,GAL,AEROLINEAS ARGENTINAS SA,BO-737-800,40,DEFINITIVO
01/01/2021,22:44:00,Regular,Domestico,Aterrizaje,EZE,NEU,AEROLINEAS ARGENTINAS SA,BO-B-737-76N,38,DEFINITIVO
01/01/2021,22:48:00,Regular,Domestico,Aterrizaje,EZE,TRE,AEROLINEAS ARGENTINAS SA,BO-737-8SH,32,DEFINITIVO
01/01/2021,22:49:00,Regular,Domestico,Despegue,EZE,SDE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,37,DEFINITIVO
01/01/2021,22:50:00,Regular,Domestico,Despegue,BCA,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,40,DEFINITIVO
01/01/2021,22:57:00,Regular,Domestico,Aterrizaje,EZE,BAR,AEROLINEAS ARGENTINAS SA,BO-B737-8MB,50,DEFINITIVO
01/01/2021,23:00:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,CRV,ICO,0,PA-PA-28-151,0,DEFINITIVO
01/01/2021,23:01:00,Vuelo Oficial Nacional,Domestico,Despegue,CBA,CRV,FUERZA AEREA ARGENTINA,0,0,DEFINITIVO
01/01/2021,23:04:00,Vuelo Escuela,Domestico,Despegue,POS,POS,0,CE-152,0,DEFINITIVO
01/01/2021,23:07:00,Regular,Domestico,Despegue,BAR,EZE,AEROLINEAS ARGENTINAS SA,BO-B737-81D,4,DEFINITIVO
01/01/2021,23:09:00,Regular,Domestico,Despegue,CRR,EZE,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-86J,70,DEFINITIVO
01/01/2021,23:12:00,Regular,Domestico,Despegue,CBA,EZE,AEROLINEAS ARGENTINAS SA,BO-B-737-81D,71,DEFINITIVO
01/01/2021,23:13:00,Regular,Domestico,Aterrizaje,BAR,EZE,AEROLINEAS ARGENTINAS SA,BO-737-8SH,84,DEFINITIVO
01/01/2021,23:17:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,NEU,CHP,0,BE-B-200,2,DEFINITIVO
01/01/2021,23:21:00,Regular,Domestico,Despegue,SAL,EZE,AEROLINEAS ARGENTINAS SA,BO-737-8HX,77,DEFINITIVO
01/01/2021,23:22:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,CRR,CBA,0,PAA-PA-A-28-161,0,DEFINITIVO
01/01/2021,23:27:00,Regular,Internacional,Despegue,EZE,SBSV,AEROLINEAS ARGENTINAS SA,BO-B737-8LP,54,DEFINITIVO
01/01/2021,23:34:00,Regular,Domestico,Aterrizaje,ESQ,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,43,DEFINITIVO
01/01/2021,23:35:00,Regular,Domestico,Aterrizaje,CRV,EZE,AEROLINEAS ARGENTINAS SA,BO-B737-800,51,DEFINITIVO
01/01/2021,23:36:00,Regular,Domestico,Despegue,EZE,OSA,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,12,DEFINITIVO
01/01/2021,23:37:00,Regular,Domestico,Despegue,PAR,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,10,DEFINITIVO
01/01/2021,23:40:00,Regular,Domestico,Aterrizaje,EZE,DOZ,AEROLINEAS ARGENTINAS SA,BO-737-800,47,DEFINITIVO
01/01/2021,23:42:00,Regular,Domestico,Aterrizaje,EZE,BCA,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,27,DEFINITIVO
01/01/2021,23:48:00,Regular,Domestico,Aterrizaje,EZE,BAR,AEROLINEAS ARGENTINAS SA,BO-737-8BK,43,DEFINITIVO
01/01/2021,23:52:00,Regular,Domestico,Aterrizaje,EZE,BCA,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,48,DEFINITIVO
01/01/2021,23:53:00,Regular,Domestico,Aterrizaje,TUC,EZE,AEROLINEAS ARGENTINAS SA,BO-B-737-7BD,49,DEFINITIVO
02/01/2021,00:03:00,Regular,Internacional,Aterrizaje,EZE,SBGL,AEROLINEAS ARGENTINAS SA,BO-B737-800,79,DEFINITIVO
02/01/2021,00:07:00,Regular,Domestico,Despegue,EZE,POS,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,23,DEFINITIVO
02/01/2021,00:08:00,No Regular,Domestico,Despegue,ESQ,FDO,AERORUTAS S.A. DE TRANSP. AER.,LJ-31-A,1,DEFINITIVO
02/01/2021,00:12:00,Regular,Domestico,Aterrizaje,EZE,CBA,AEROLINEAS ARGENTINAS SA,BO-B-737-81D,71,DEFINITIVO
02/01/2021,00:15:00,Regular,Domestico,Aterrizaje,SDE,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,37,DEFINITIVO
02/01/2021,00:16:00,Vuelo Escuela,Domestico,Aterrizaje,POS,POS,0,CE-152,0,DEFINITIVO
02/01/2021,00:18:00,Regular,Internacional,Despegue,EZE,KATL,DELTA AIRLINES,0,117,DEFINITIVO
02/01/2021,00:19:00,Regular,Domestico,Despegue,BAR,EZE,AEROLINEAS ARGENTINAS SA,BO-737-8SH,23,DEFINITIVO
02/01/2021,00:21:00,Regular,Domestico,Aterrizaje,EZE,PAR,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,20,DEFINITIVO
02/01/2021,00:28:00,Regular,Domestico,Aterrizaje,EZE,CRR,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-86J,69,DEFINITIVO
02/01/2021,00:30:00,Regular,Internacional,Despegue,EZE,SGAS,AMASZONAS DEL PARAGUAY,0,24,DEFINITIVO
02/01/2021,00:34:00,Regular,Domestico,Despegue,ESQ,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,15,DEFINITIVO
02/01/2021,00:35:00,Regular,Domestico,Aterrizaje,EZE,SIS,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,45,DEFINITIVO
02/01/2021,00:35:00,Regular,Domestico,Despegue,CRV,EZE,AEROLINEAS ARGENTINAS SA,BO-B737-800,33,DEFINITIVO
02/01/2021,00:36:00,Regular,Domestico,Aterrizaje,OSA,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,12,DEFINITIVO
02/01/2021,00:44:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,NEU,BAR,0,BE-B-200,1,DEFINITIVO
02/01/2021,00:45:00,Regular,Internacional,Despegue,EZE,LEMD,AIR EUROPA LINEAS AEREAS,0,235,DEFINITIVO
02/01/2021,00:53:00,Regular,Domestico,Aterrizaje,EZE,BAR,AEROLINEAS ARGENTINAS SA,BO-B737-81D,3,DEFINITIVO
02/01/2021,01:03:00,Regular,Internacional,Aterrizaje,EZE,SBGR,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,35,DEFINITIVO
02/01/2021,01:07:00,Regular,Domestico,Aterrizaje,EZE,SAL,AEROLINEAS ARGENTINAS SA,BO-B737-800,77,DEFINITIVO
02/01/2021,01:10:00,Vuelo Privado con Matrícula Nacional,Internacional,Aterrizaje,FDO,SCDA,"JUST FLIGHT  ""ROYAL CLASS""",CE-525,0,DEFINITIVO
02/01/2021,01:10:00,Regular,Domestico,Despegue,SDE,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,39,DEFINITIVO
02/01/2021,01:13:00,Regular,Domestico,Despegue,TUC,EZE,AEROLINEAS ARGENTINAS SA,BO-B-737-7BD,54,DEFINITIVO
02/01/2021,01:23:00,Regular,Domestico,Aterrizaje,POS,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,23,DEFINITIVO
02/01/2021,01:30:00,No Regular,Domestico,Aterrizaje,BAR,NEU,0,BE-B-200,0,DEFINITIVO
02/01/2021,01:30:00,Regular,Internacional,Despegue,EZE,MMUN,AEROLINEAS ARGENTINAS SA,AIB-A330-202,199,DEFINITIVO
02/01/2021,01:30:00,Regular,Domestico,Despegue,OSA,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,21,DEFINITIVO
02/01/2021,01:39:00,Regular,Domestico,Aterrizaje,GAL,EZE,AEROLINEAS ARGENTINAS SA,BO-737-800,40,DEFINITIVO
02/01/2021,01:57:00,Regular,Internacional,Despegue,EZE,KDFW,AMERICAN AIRLINES INC.,0,177,DEFINITIVO
02/01/2021,02:03:00,No Regular,Domestico,Despegue,BAR,NEU,0,BE-B-200,0,DEFINITIVO
02/01/2021,02:04:00,Regular,Domestico,Aterrizaje,EZE,BAR,AEROLINEAS ARGENTINAS SA,BO-737-8SH,23,DEFINITIVO
02/01/2021,02:08:00,Regular,Internacional,Despegue,EZE,KMIA,AMERICAN AIRLINES INC.,0,249,DEFINITIVO
02/01/2021,02:13:00,Regular,Domestico,Despegue,POS,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,21,DEFINITIVO
02/01/2021,02:21:00,Regular,Domestico,Aterrizaje,EZE,OSA,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,21,DEFINITIVO
02/01/2021,02:23:00,Regular,Domestico,Aterrizaje,EZE,CRV,AEROLINEAS ARGENTINAS SA,BO-B737-800,33,DEFINITIVO
02/01/2021,02:27:00,Regular,Domestico,Aterrizaje,EZE,SDE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,38,DEFINITIVO
02/01/2021,02:30:00,Regular,Domestico,Aterrizaje,EZE,ESQ,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,15,DEFINITIVO
02/01/2021,02:33:00,Regular,Domestico,Despegue,GAL,EZE,AEROLINEAS ARGENTINAS SA,BO-737-800,72,DEFINITIVO
02/01/2021,02:42:00,Regular,Domestico,Aterrizaje,EZE,TUC,AEROLINEAS ARGENTINAS SA,BO-B-737-7BD,53,DEFINITIVO
02/01/2021,02:42:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,CBA,PETREL AERO SERVICIOS S.A.,CE-525,0,DEFINITIVO
02/01/2021,02:49:00,Regular,Internacional,Despegue,EZE,KMIA,AEROLINEAS ARGENTINAS SA,AIB-A-330-223,153,DEFINITIVO
02/01/2021,02:51:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,NEU,BAR,0,BE-B-200,0,DEFINITIVO
02/01/2021,02:57:00,Vuelo Oficial Nacional,Domestico,Aterrizaje,CRV,CBA,0,0,0,DEFINITIVO
02/01/2021,03:41:00,Regular,Domestico,Aterrizaje,EZE,POS,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,21,DEFINITIVO
02/01/2021,03:46:00,Regular,Internacional,Aterrizaje,EZE,MPTO,COMPAÑIA PANAMEÑA DE AVIACION,0,50,DEFINITIVO
02/01/2021,03:48:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,CBA,FDO,0,CE-525,2,DEFINITIVO
02/01/2021,04:41:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,CBA,PAR,0,CE-525,2,DEFINITIVO
02/01/2021,04:57:00,No Regular,Domestico,Despegue,FDO,PAR,BAIRES FLY SA,LJ-35,2,DEFINITIVO
02/01/2021,05:02:00,Regular,Domestico,Aterrizaje,EZE,GAL,AEROLINEAS ARGENTINAS SA,BO-737-800,72,DEFINITIVO
02/01/2021,05:08:00,Regular,Internacional,Despegue,EZE,MPTO,COMPAÑIA PANAMEÑA DE AVIACION,0,132,DEFINITIVO
02/01/2021,05:21:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,PAR,CBA,0,CE-525,2,DEFINITIVO
02/01/2021,05:36:00,No Regular,Domestico,Aterrizaje,PAR,FDO,BAIRES FLY SA,LJ-35,2,DEFINITIVO
02/01/2021,06:15:00,No Regular,Domestico,Despegue,FDO,JUJ,FLYING AMERICA SA,FA-SA-227-AC,0,DEFINITIVO
02/01/2021,07:23:00,Regular,Domestico,Despegue,EZE,ECA,AEROLINEAS ARGENTINAS SA,BO-B737-800,68,DEFINITIVO
02/01/2021,07:48:00,Regular,Internacional,Aterrizaje,EZE,KMIA,AEROLINEAS ARGENTINAS SA,AIB-A-330-223,46,DEFINITIVO
02/01/2021,07:54:00,Regular,Domestico,Despegue,EZE,USU,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,46,DEFINITIVO
02/01/2021,08:00:00,Trabajo Aéreo,Domestico,Despegue,SRA,SRA,0,PA-PA-31-T,0,DEFINITIVO
02/01/2021,08:17:00,Regular,Domestico,Despegue,EZE,BAR,AEROLINEAS ARGENTINAS SA,BO-737-8SH,83,DEFINITIVO
02/01/2021,08:20:00,Regular,Domestico,Despegue,EZE,CAT,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,43,DEFINITIVO
02/01/2021,08:23:00,Regular,Domestico,Despegue,EZE,NEU,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,38,DEFINITIVO
02/01/2021,08:26:00,Regular,Domestico,Despegue,EZE,JUJ,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,45,DEFINITIVO
02/01/2021,08:29:00,Regular,Internacional,Aterrizaje,EZE,SKBO,AVIANCA AEROVIAS NACIONALES COLOMBIA,0,37,DEFINITIVO
02/01/2021,08:45:00,Regular,Domestico,Despegue,EZE,IGU,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-86J,66,DEFINITIVO
02/01/2021,08:46:00,Trabajo Aéreo,Domestico,Despegue,SRA,SRA,0,PA-PA-31-T,0,DEFINITIVO
02/01/2021,08:58:00,Regular,Domestico,Despegue,EZE,USU,AEROLINEAS ARGENTINAS SA,BO-B737-800,74,DEFINITIVO
02/01/2021,09:04:00,Regular,Internacional,Aterrizaje,EZE,SPJC,LAN PERU,0,20,DEFINITIVO
02/01/2021,09:11:00,Regular,Domestico,Aterrizaje,EZE,SAL,AEROLINEAS ARGENTINAS SA,BO-B-737-76N,61,DEFINITIVO
02/01/2021,09:11:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,PAR,CBA,0,CE-525,2,DEFINITIVO
02/01/2021,09:12:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,BCA,0,BE-E-90,0,DEFINITIVO
02/01/2021,09:13:00,Regular,Domestico,Despegue,EZE,ROS,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,0,DEFINITIVO
02/01/2021,09:18:00,No Regular,Domestico,Aterrizaje,JUJ,FDO,FLYING AMERICA SA,FA-SA-227-AC,0,DEFINITIVO
02/01/2021,09:29:00,Regular,Domestico,Despegue,EZE,CRR,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,30,DEFINITIVO
02/01/2021,09:32:00,Vuelo Privado con Matrícula Nacional,Domestico,Despegue,FDO,BLL,0,TXA-B200GT,0,DEFINITIVO
02/01/2021,09:37:00,Vuelo Oficial Nacional,Domestico,Despegue,CRV,GAL,0,0,0,DEFINITIVO
02/01/2021,09:42:00,Trabajo Aéreo,Domestico,Aterrizaje,SRA,SRA,0,PA-PA-31-T,0,DEFINITIVO
02/01/2021,09:46:00,Regular,Domestico,Aterrizaje,NEU,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,37,DEFINITIVO
02/01/2021,09:47:00,Vuelo Privado con Matrícula Nacional,Domestico,Aterrizaje,CBA,PAR,0,CE-525,2,DEFINITIVO
02/01/2021,09:50:00,Regular,Internacional,Despegue,EZE,SCEL,AEROLINEAS ARGENTINAS SA,BO-737-8SH,0,DEFINITIVO
02/01/2021,09:52:00,Regular,Domestico,Aterrizaje,CAT,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,20,DEFINITIVO
02/01/2021,09:52:00,Regular,Domestico,Aterrizaje,ROS,EZE,AEROLINEAS ARGENTINAS SA,EMB-ERJ190100IGW,9,DEFINITIVO
02/01/2021,09:58:00,Regular,Domestico,Despegue,EZE,USU,JETSMART AIRLINES S.A.,AIB-A320-232,34,DEFINITIVO
02/01/2021,10:00:00,No Regular,Domestico,Despegue,JUJ,FDO,FLYING AMERICA SA,FA-SA-227-AC,1,DEFINITIVO
02/01/2021,10:07:00,Regular,Domestico,Aterrizaje,IGU,EZE,FB LÍNEAS AÉREAS - FLYBONDI,BO-737-86J,66,DEFINITIVO
02/01/2021,10:08:00,No Regular,Domestico,Despegue,PAR,FDO,BAIRES FLY SA,LJ-35,2,DEFINITIVO
02/01/2021,10:09:00,Regular,Domestico,Aterrizaje,ECA,EZE,AEROLINEAS ARGENTINAS SA,BO-B737-800,68,DEFINITIVO
02/01/2021,10:11:00,Regular,Domestico,Aterrizaje,BAR,EZE,AEROLINEAS ARGENTINAS SA,BO-737-8SH,73,DEFINITIVO
