entidad,num_dtto,nom_dtto,cargo,fuerza_politica,siglas,nombre_completo,total_gastos
BAJA CALIFORNIA,Distrito 4,TIJUANA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,XOCHILT DE LABRA MONREAL,519701.38
ZACATECAS,Distrito 3,ZACATECAS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ARMANDO ROSALES TORRES,435312.64
BAJA CALIFORNIA,Distrito 1,MEXICALI,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOSE LUIS MEJIA OJEDA,436694.58
TAMAULIPAS,Distrito 6,CIUDAD MANTE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LETICIA SILVA AGUILAR,581342.54
BAJA CALIFORNIA,Distrito 2,MEXICALI,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,EDNA PAULINA GUTIERREZ RUBALCAVA,488482.91
TAMAULIPAS,Distrito 7,CIUDAD MADERO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,OSCAR LACIO GONZALEZ,457650.31
GUANAJUATO,Distrito 12,CELAYA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,VICTOR HUGO PINEDA MARTINEZ,354846.12
GUANAJUATO,Distrito 4,GUANAJUATO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUAN OMAR PALAFOX LOPEZ,337428.21
PUEBLA,Distrito 15,TEHUACAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FRANCISCO ANTONIO TENORIO ADAME,309188.89
MEXICO,Distrito 6,COACALCO DE BERRIOZABAL,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ROSA ESPINOZA HERNANDEZ,702769.46
CHIAPAS,Distrito 3,OCOSINGO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ELIEZER RODRIGUEZ HERNANDEZ,321721.38
CHIAPAS,Distrito 11,LAS MARGARITAS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIO ALEJANDRO SUAREZ CULEBRO,266642.8
MICHOACAN,Distrito 7,ZACAPU,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RENE VALENCIA MENDOZA,350869.84
ZACATECAS,Distrito 1,FRESNILLO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MA EUGENIA BAÑUELOS PRIETO,319362.72
MORELOS,Distrito 1,CUERNAVACA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ELIZABETH HOYOS FIGUEROA,413114.84
BAJA CALIFORNIA,Distrito 5,TIJUANA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FARAH RISK MORALES,495512.06
PUEBLA,Distrito 12,HEROICA PUEBLA DE ZARAGOZA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOSE OTHON BAILLERES CARRILES,465857.26
MICHOACAN,Distrito 10,MORELIA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,BERNARDO MARIA LEON OLEA,462626.18
NUEVO LEON,Distrito 9,LINARES,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SAMUEL JAIME ELIZONDO GARCIA,624241.36
NUEVO LEON,Distrito 6,MONTERREY,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LILIA ELIDA GARCIA RODRIGUEZ,895204.54
NUEVO LEON,Distrito 4,SAN NICOLAS DE LOS GARZA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,HUGO ALONSO LEIVA RODRIGUEZ,494136.08
PUEBLA,Distrito 5,SAN MARTIN TEXMELUCAN DE LABASTIDA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ALMA DELIA CRUZ ALVARADO,700033.51
ZACATECAS,Distrito 4,GUADALUPE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LUZ MA RODRIGUEZ,339825.38
PUEBLA,Distrito 11,HEROICA PUEBLA DE ZARAGOZA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,REYNA ISELA HERRERA LASTRA,646565.31
MORELOS,Distrito 2,JIUTEPEC,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,GABRIELA GOROSTIETA LARA,868598.42
PUEBLA,Distrito 9,HEROICA PUEBLA DE ZARAGOZA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ISAURO ALI LOPEZ GUTIERREZ,520773.06
MEXICO,Distrito 14,CIUDAD ADOLFO LOPEZ MATEOS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ORLANDO HERNANDEZ RODRIGUEZ,415920.62
NUEVO LEON,Distrito 3,GRAL. ESCOBEDO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARTHA LAURA RAMIREZ PEREZ,497603.41
TAMAULIPAS,Distrito 3,RIO BRAVO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CLAUDIO MEDINA SALAZAR,528743.27
PUEBLA,Distrito 8,CIUDAD SERDAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ANABEL RECHY BENAVIDEZ,561025.33
PUEBLA,Distrito 13,ATLIXCO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ROBERTO RAMIREZ HERRERA,321560.11
NUEVO LEON,Distrito 11,GUADALUPE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MIRBEHT ALEJANDRA CORTES RETANA,589726.25
CHIAPAS,Distrito 7,TONALA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JESSICA HANNIA VAZQUEZ LABRADOR,598322.09
PUEBLA,Distrito 10,CHOLULA DE RIVADAVIA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,AGUSTIN DE TERESA CASTRO,454577.98
NUEVO LEON,Distrito 1,SANTA CATARINA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,THELMA CORA GARZA SALINAS,603625.57
NUEVO LEON,Distrito 7,GARCIA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LESLY SARAI PRADO GRACIA,542413.46
TLAXCALA,Distrito 3,ZACATELCO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FEDERICO ZARATE CAMACHO,275758.09
NUEVO LEON,Distrito 10,MONTERREY,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ALICIA ANGELICA GUAJARDO ALATORRE,846730.83
PUEBLA,Distrito 14,ACATLAN DE OSORIO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,AURIA OFELIA DOMINGUEZ PEREZ,596141.33
MEXICO,Distrito 5,TEOTIHUACAN DE ARISTA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ESLEYDI MORALES RICO,632469.58
CHIAPAS,Distrito 8,COMITAN DE DOMINGUEZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RAUL FIGUEROA GOMEZ,286417.78
GUERRERO,Distrito 9,ACAPULCO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ALEXANDER CAMPOS GARCIA,343211.14
TAMAULIPAS,Distrito 4,H. MATAMOROS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LILIA BERENICE NIETO DURAN,337823.85
CIUDAD DE MEXICO,Distrito 9,TLAHUAC,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ERIKA JANNET PINEDA MEDINA,810300.5
TABASCO,Distrito 6,VILLAHERMOSA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,GEORGINA VELAZQUEZ GOVEA,536027.11
TAMAULIPAS,Distrito 1,NUEVO LAREDO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,NOE ORLANDO MEDINA CONTRERAS,267035.99
TAMAULIPAS,Distrito 2,REYNOSA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,DORA MARIA CANTU ROBLES,579467.12
TAMAULIPAS,Distrito 5,CIUDAD VICTORIA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ANA CRISTINA VARGAS SALDAÑA,403896.4
MEXICO,Distrito 3,ATLACOMULCO DE FABELA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ERIC GONZALEZ RAMIREZ,371323.37
MEXICO,Distrito 16,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,NORMA LILIA VENEGAS PEREZ,651542.27
MEXICO,Distrito 13,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,DAVID HURTADO RAMIREZ,352258.07
MEXICO,Distrito 40,SAN MIGUEL ZINACANTEPEC,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LETICIA GONZALEZ HERRERA,649765.94
MEXICO,Distrito 1,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LILIA MIRANDA VAZQUEZ,648617.91
MEXICO,Distrito 22,"NAUCALPAN DE JUAREZ",DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ERIKA GOYCOOLEA MUÑOZ,1307878.28
MEXICO,Distrito 7,CUAUTITLAN IZCALLI,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MONICA HUERTA HERNANDEZ,699908.97
MEXICO,Distrito 8,TULTITLAN DE MARIANO ESCOBEDO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARGARITO ARIAS BENITEZ,373045.88
MEXICO,Distrito 10,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,IRMA DEL CARMEN SANTOS RAMOS,681506.31
MEXICO,Distrito 12,IXTAPALUCA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,VERONICA MIRIAM BARRON PEREZ,700271.96
MEXICO,Distrito 2,SANTA MARIA TULTEPEC,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIO ALBERTO SERRANO CORONADO,436990.85
MEXICO,Distrito 29,CD. NEZAHUALCOYOTL,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,FRANCISCO GOMEZ ALTAMIRANO,490293.58
MEXICO,Distrito 30,CHIMALHUACAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,KARLA MARGARITA PANIAGUA HUERTA,660822.27
MEXICO,Distrito 35,TENANCINGO DE DEGOLLADO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,KARMYN MERCADO QUINTERO,430138.34
MEXICO,Distrito 41,OJO DE AGUA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JORGE ABEL VARGAS DE ARCOS,357741.49
MEXICO,Distrito 33,CHALCO DE DIAZ COVARRUBIAS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SONIA ELVIRA RESENDIZ BECERRIL,738722.79
MEXICO,Distrito 34,TOLUCA DE LERDO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUAN ARMANDO RUIZ HERNANDEZ,376535.99
MEXICO,Distrito 37,CUAUTITLAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ADRIANA GISELA MONROY CANALES,1440977.32
MEXICO,Distrito 38,TEXCOCO DE MORA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CLAUDIA CARRASCO CARRETO,396005.83
MEXICO,Distrito 39,LOS REYES ACAQUILPAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIA CONCEPCION RAMIREZ CASTRO,659116.78
MEXICO,Distrito 26,TOLUCA DE LERDO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,PATRICIA MIRELES SOSA,683971.06
MEXICO,Distrito 24,"NAUCALPAN DE JUAREZ",DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ABRAHAM OCHOA AGUILAR,383757.79
MEXICO,Distrito 20,CD. NEZAHUALCOYOTL,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ALVARO RAMIREZ NOGUERA,908911.91
MEXICO,Distrito 23,LERMA DE VILLADA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MONTSERRAT PEÑA BECERRA,354485.37
MEXICO,Distrito 28,ZUMPANGO DE OCAMPO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARCO ANTONIO LEDESMA LUNA,351110.02
SINALOA,Distrito 7,CULIACAN DE ROSALES,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MIRNA VELAZQUEZ LOPEZ,343957.94
SINALOA,Distrito 5,CULIACAN DE ROSALES,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ROBERTO RAMSES CRUZ CASTRO,460054.02
SINALOA,Distrito 6,MAZATLAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,BRENDA LISSETE LOPEZ CHAVEZ,410263.03
MEXICO,Distrito 32,VALLE DE CHALCO SOLIDARIDAD,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,HECTOR SERNA VALDEZ,478703.05
MEXICO,Distrito 27,METEPEC,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ANA KARIME ARGUILEZ HERNANDEZ,680154.65
MEXICO,Distrito 25,CHIMALHUACAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CESAR AUGUSTO HERNANDEZ NAVA,362830.12
MEXICO,Distrito 18,HUIXQUILUCAN DE DEGOLLADO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ISIDORO FABIAN CRUZ,378860.71
SINALOA,Distrito 3,GUAMUCHIL,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ALTAGRACIA VERDUGO MEDINA,646994.3
JALISCO,Distrito 15,LA BARCA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,PAULO GABRIEL HERNANDEZ HERNANDEZ,951649.59
JALISCO,Distrito 16,TLAQUEPAQUE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOAQUIN ANTONIO PORTILLA WOLFF,606331.9
MEXICO,Distrito 17,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARCO ANTONIO HERNANDEZ RIVERA,353231.83
JALISCO,Distrito 20,TONALA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,EDGAR ISRAEL OROZCO MONTES,929006.93
SINALOA,Distrito 4,GUASAVE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JOSE ABRAHAM RAYA RODRIGUEZ,363963.81
JALISCO,Distrito 19,CIUDAD GUZMAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,J JESUS GUERRERO ZUÑIGA,1128836.67
SINALOA,Distrito 2,LOS MOCHIS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,BRENDA ELISA LATIGO RUIZ,430467.04
JALISCO,Distrito 4,ZAPOPAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,TAYGETE IRISAY RODRIGUEZ GONZALEZ,1063953.12
JALISCO,Distrito 6,ZAPOPAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MANUEL JESUS HERRERA VEGA,1058900.4
CHIHUAHUA,Distrito 1,JUAREZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,OSCAR OMAR PALACIOS LAZOS,382708.71
JALISCO,Distrito 2,LAGOS DE MORENO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,EDGAR ALFREDO GONZALEZ CHAVEZ,1313309.75
JALISCO,Distrito 9,GUADALAJARA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CARMEN JULIA PRUDENCIO GONZALEZ,954652.16
JALISCO,Distrito 5,PUERTO VALLARTA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JAIME ALVAREZ ZAYAS,1134304.63
SINALOA,Distrito 1,MAZATLAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,DIANA PAULINA PEÑA TIRADO,660101.14
JALISCO,Distrito 7,TONALA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ANGEL ENRIQUE GUZMAN LOZA,735955.98
CHIHUAHUA,Distrito 8,CHIHUAHUA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JESUS ERNESTO VISCONTI ORTEGA,467154.56
JALISCO,Distrito 14,GUADALAJARA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIA LETICIA CHAVEZ PEREZ,801694.04
VERACRUZ,Distrito 8,XALAPA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MIGUEL ANGEL CASTILLO LOPEZ,240197.35
MORELOS,Distrito 5,YAUTEPEC,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,PERSEO QUIROZ RENDON,369962.61
VERACRUZ,Distrito 17,COSAMALOAPAN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ANGEL FEDERICO ALVAREZ MEDINA,279264.35
NUEVO LEON,Distrito 2,APODACA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ADRIAN MARIO GONZALEZ CABALLERO,614454.94
NUEVO LEON,Distrito 5,MONTERREY,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JESUS JAVIER PEREZ SAGAON,617857.35
MORELOS,Distrito 4,JOJUTLA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MAYRA NALLELY MARTINEZ ORTIZ,653691.37
VERACRUZ,Distrito 7,MARTINEZ DE LA TORRE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CRISTINA SILVANO TORRES,305715.63
VERACRUZ,Distrito 4,VERACRUZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARLA CORDERO ALVAREZ,309778.71
MORELOS,Distrito 3,CUAUTLA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,HORACIO BELLO RODRIGUEZ,389361.87
JALISCO,Distrito 1,TEQUILA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JUAN GERARDO RUIZ DELGADO,891011.56
SAN LUIS POTOSI,Distrito 4,CIUDAD VALLES,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SILVIA JANETH VAZQUEZ NAVARRO,570325.68
VERACRUZ,Distrito 12,VERACRUZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIA DE JESUS LAVALLE RENDON,598814.68
VERACRUZ,Distrito 9,COATEPEC,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,GUSTAVO RAYMUNDO MELGAREJO PINEDA,359966.41
SAN LUIS POTOSI,Distrito 3,RIOVERDE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LUCILA NAVA PIÑA,587724.82
SAN LUIS POTOSI,Distrito 5,SAN LUIS POTOSI,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,IRMA CELIS MONTENBRUCK,618369.86
VERACRUZ,Distrito 3,TUXPAN DE RODRIGUEZ CANO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CARLOS VICENTE REYES JUAREZ,239208.35
VERACRUZ,Distrito 19,SAN ANDRES TUXTLA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ROBERTO PAREDES SAMPIERI,278444.28
NUEVO LEON,Distrito 8,GUADALUPE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JESUS MARIO GARZA GUEVARA,514794.33
SAN LUIS POTOSI,Distrito 1,MATEHUALA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,(CANCELADO),247061.51
VERACRUZ,Distrito 18,ZONGOLICA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ODILIA ESCOBAR MARQUEZ,225733.95
SAN LUIS POTOSI,Distrito 2,SOLEDAD DE GRACIANO SANCHEZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SERVANDO HERNANDEZ ESCANDON,361650.73
SONORA,Distrito 2,NOGALES,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIA ELENA MORENO DURAZO,843424.31
SAN LUIS POTOSI,Distrito 7,TAMAZUNCHALE,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,MARIA GUADALUPE CERVANTES OLGUIN,529709.89
SONORA,Distrito 4,GUAYMAS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,DANIEL BARANZINI HURTADO,769640.04
YUCATAN,Distrito 1,VALLADOLID,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,VICTOR SAMUEL NOH BACAB,481744.44
YUCATAN,Distrito 3,MERIDA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ALAINE PATRICIA LOPEZ BRICEÑO,767953.39
YUCATAN,Distrito 5,TICUL,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,ABIGAIL UC CANCHE,820221.47
SONORA,Distrito 1,SAN LUIS RIO COLORADO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RAMONA RAMIREZ MAC GREW,775070.56
YUCATAN,Distrito 4,MERIDA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,KARLA PAOLA MEDINA CONTRERAS,855273.04
SAN LUIS POTOSI,Distrito 6,SAN LUIS POTOSI,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,VICTOR HUGO ROMO LOPEZ,245668.17
MEXICO,Distrito 11,ECATEPEC DE MORELOS,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,GABRIELA LUJAN GASPAR,618494.79
MEXICO,Distrito 19,TLALNEPANTLA DE BAZ,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,SINUHE ANGEL ALEJANDRO NORIEGA FAZ,396088.44
TABASCO,Distrito 3,COMALCALCO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,HERNAN HUMBERTO PEREZ SOTO,356311.42
TABASCO,Distrito 4,VILLAHERMOSA,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,JAVIER ALEJANDRO PEREZ RAMIREZ,511917.09
TLAXCALA,Distrito 2,TLAXCALA DE XICOHTENCATL,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,PEDRO PEREZ LIRA,449275.54
TABASCO,Distrito 5,PARAISO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,LESVIA DEL CARMEN LEON DE LA O,519223.22
QUINTANA ROO,Distrito 1,PLAYA DEL CARMEN,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,RUBI DANIELA MONTALVO ESPINOSA,356985.35
SONORA,Distrito 5,HERMOSILLO,DIPUTACION FEDERAL MR,MOVIMIENTO CIUDADANO,MOVIMIENTO CIUDADANO,CARMEN HAYDEE PALACIOS ABECHUCO,927136.57
