folio,punto,edo,mun,secc,latitude,longitude,tipo_secc,df,fecha,int,p05,p06,p07,p08,p09a,p10a,p09b,p10b,p09c,p10c,p09d,p10d,p11,p12,p13,p14,p15,p16,bol1,bol2,bol3,bol1_rec,bol2_rec,bol3_rec,edadrec,nse_1,nse_2,nse_3,nse_4,nse_5,nse_6,nse_suma,nse,pond
949,95,VERACRUZ,TANTOYUCA,3666,23.74215,-99.132003333,2,2,2018-06-21,4,1,1,22,1,2,NA,1,99,1,99,1,3,2,2,2,2,1,1,8,8,8,3,3,3,1,10,47,0,0,0,17,74,6,0.40660937757602983
950,95,VERACRUZ,TANTOYUCA,3666,NA,NA,2,2,2018-06-21,4,1,1,48,1,2,NA,2,NA,2,NA,2,NA,2,2,2,2,1,97,1,1,1,1,1,1,4,10,47,37,31,61,23,209,2,0.623806130926257
951,96,VERACRUZ,VERACRUZ,4754,NA,NA,1,4,2018-06-20,1,1,1,22,2,1,4,1,2,1,4,2,NA,2,2,2,5,8,97,9,9,9,3,3,3,1,31,24,0,31,31,6,123,4,0.6710164500943917
952,96,VERACRUZ,VERACRUZ,4754,NA,NA,1,4,2018-06-20,4,1,1,45,2,1,2,1,4,1,3,1,2,1,1,97,5,8,1,NA,NA,NA,NA,NA,NA,3,43,47,0,0,31,12,133,4,0.6953603067593546
953,96,VERACRUZ,VERACRUZ,4754,NA,NA,1,4,2018-06-20,2,1,1,23,1,1,2,1,3,1,3,1,2,1,2,2,10,2,1,11,NA,NA,5,NA,NA,1,43,47,18,31,31,17,187,2,0.7943841084554455
954,96,VERACRUZ,VERACRUZ,4754,NA,NA,1,4,2018-06-20,4,1,1,26,2,1,2,1,3,1,3,1,3,1,1,1,8,8,97,1,1,1,1,1,1,2,31,0,0,0,31,6,68,6,1.3039487506440912
955,96,VERACRUZ,VERACRUZ,4754,NA,NA,1,4,2018-06-20,4,1,1,49,2,1,3,1,2,1,2,1,2,1,2,2,5,8,5,8,1,8,3,1,3,4,22,24,18,31,31,17,143,3,0.6737742215668154
956,96,VERACRUZ,VERACRUZ,4754,NA,NA,1,4,2018-06-20,6,1,1,55,1,1,99,1,99,1,99,1,99,98,98,99,3,4,1,NA,NA,NA,NA,NA,NA,4,22,24,0,31,15,6,98,5,0.8397810384441765
957,96,VERACRUZ,VERACRUZ,4754,NA,NA,1,4,2018-06-20,6,1,1,27,1,1,2,1,2,1,2,2,NA,1,1,2,7,2,1,1,1,1,1,1,1,2,43,47,0,0,31,17,138,3,1.5436822235971828
958,96,VERACRUZ,VERACRUZ,4754,NA,NA,1,4,2018-06-20,8,1,1,34,2,1,99,1,99,1,99,1,99,1,2,2,7,9,97,NA,1,NA,NA,1,NA,2,35,24,0,31,31,6,127,4,1.0901063399097959
959,96,VERACRUZ,VERACRUZ,4754,NA,NA,1,4,2018-06-20,10,1,1,22,1,1,3,1,99,1,99,1,99,2,2,2,7,2,1,4,1,9,3,1,3,1,43,47,0,31,46,17,184,2,0.7943841084554455
960,96,VERACRUZ,VERACRUZ,4754,NA,NA,1,4,2018-06-20,10,1,1,22,1,1,3,1,3,1,3,1,2,97,97,97,7,2,8,NA,NA,NA,NA,NA,NA,1,31,47,0,31,31,12,152,3,0.7400058566336751
961,97,VERACRUZ,VERACRUZ,4782,NA,NA,1,4,2018-06-21,6,1,1,25,1,1,2,1,4,1,4,1,2,1,1,1,7,4,13,11,1,1,5,1,1,1,43,24,18,31,15,6,137,4,0.49330357450675927
962,97,VERACRUZ,VERACRUZ,4782,NA,NA,1,4,2018-06-21,4,1,1,65,1,1,2,1,3,1,3,1,3,1,1,97,3,10,9,1,1,6,1,1,1,5,22,24,0,0,46,12,104,5,0.867787383849539
963,97,VERACRUZ,VERACRUZ,4782,NA,NA,1,4,2018-06-21,6,1,1,19,1,1,3,1,3,1,3,1,3,1,97,2,10,5,97,NA,8,1,NA,3,1,1,31,24,18,31,46,12,162,3,0.45953529325140413
964,97,VERACRUZ,VERACRUZ,4782,NA,NA,1,4,2018-06-21,8,1,1,55,1,1,3,1,2,1,4,1,2,97,2,2,7,1,97,8,8,8,3,3,3,4,43,24,0,0,31,12,110,4,0.49533097417010286
965,97,VERACRUZ,VERACRUZ,4782,NA,NA,1,4,2018-06-21,10,1,1,50,2,1,3,1,3,1,3,1,2,97,97,97,7,8,1,11,8,5,5,3,2,4,73,24,0,0,0,6,103,5,0.47287656264861316
966,97,VERACRUZ,VERACRUZ,4782,NA,NA,1,4,2018-06-21,10,1,1,40,1,1,2,1,2,1,2,1,2,1,2,2,7,2,1,8,1,1,3,1,1,3,43,24,0,31,0,6,104,5,0.48555306347516863
967,97,VERACRUZ,VERACRUZ,4782,NA,NA,1,4,2018-06-21,10,1,1,39,2,1,2,1,2,1,2,1,3,98,98,98,5,8,1,NA,NA,NA,NA,NA,NA,3,31,24,0,31,31,6,123,4,0.4318109101672007
968,97,VERACRUZ,VERACRUZ,4782,NA,NA,1,4,2018-06-21,12,1,1,25,1,1,2,1,2,1,2,1,2,1,2,2,7,4,1,8,1,5,3,1,2,1,31,24,0,31,31,12,129,4,0.4364802312481668
969,97,VERACRUZ,VERACRUZ,4782,NA,NA,1,4,2018-06-21,12,1,1,18,1,1,2,1,3,1,2,1,1,1,1,1,7,5,97,11,1,1,5,1,1,1,73,24,18,31,15,12,173,2,0.49330357450675927
970,97,VERACRUZ,VERACRUZ,4782,NA,NA,1,4,2018-06-21,10,1,1,71,2,1,99,1,99,1,99,1,2,1,98,98,2,8,1,NA,NA,NA,NA,NA,NA,5,10,24,0,0,15,6,55,6,0.5708590673756276
971,98,VERACRUZ,XALAPA,2058,NA,NA,1,10,2018-06-24,15,1,1,78,1,1,4,1,2,1,3,1,4,97,2,2,10,3,1,8,8,8,3,3,3,5,73,24,0,31,31,12,171,2,0.4617067227543009
972,98,VERACRUZ,XALAPA,2058,NA,NA,1,10,2018-06-24,5,1,1,59,2,1,1,1,4,1,2,1,1,1,1,97,10,10,1,NA,NA,NA,NA,NA,NA,5,73,0,0,31,0,0,104,5,0.41060393843657816
973,98,VERACRUZ,XALAPA,2058,NA,NA,1,10,2018-06-24,3,1,1,77,1,1,2,1,4,1,2,1,2,1,1,1,7,10,1,1,1,1,1,1,1,5,43,47,18,31,0,12,151,3,0.6241766801958097
974,98,VERACRUZ,XALAPA,2058,NA,NA,1,10,2018-06-24,3,1,1,50,1,1,4,1,2,1,4,1,3,97,2,2,6,4,97,8,8,8,3,3,3,4,35,24,18,0,15,6,98,5,0.3562785640926732
975,98,VERACRUZ,XALAPA,2058,NA,NA,1,10,2018-06-24,3,1,1,49,2,1,3,1,3,1,3,1,3,1,1,97,10,1,97,NA,NA,NA,NA,NA,NA,4,22,47,37,31,31,17,185,2,0.31684481595653297
976,98,VERACRUZ,XALAPA,2058,NA,NA,1,10,2018-06-24,3,1,1,69,2,1,99,1,4,1,2,2,NA,2,1,1,5,8,1,5,2,2,2,2,2,5,31,24,0,31,31,6,123,4,0.44077657040044643
977,98,VERACRUZ,XALAPA,2058,NA,NA,1,10,2018-06-24,1,1,1,43,2,1,1,1,4,1,3,1,3,1,1,97,10,2,97,1,1,1,1,1,1,3,73,47,18,31,15,12,196,2,0.39881810530289624
978,98,VERACRUZ,XALAPA,2058,NA,NA,1,10,2018-06-24,7,1,1,25,1,1,2,1,1,1,2,1,3,1,2,2,10,2,1,8,8,8,3,3,3,1,73,47,18,31,61,17,247,1,0.31394876991991066
979,98,VERACRUZ,XALAPA,2058,NA,NA,1,10,2018-06-24,9,1,1,27,1,1,2,1,3,1,2,1,2,2,1,1,7,2,97,5,8,8,2,3,3,2,73,47,0,31,46,17,214,1,0.5764268044987343
980,98,VERACRUZ,XALAPA,2058,NA,NA,1,10,2018-06-24,15,1,1,78,1,1,2,1,1,2,NA,1,2,2,2,2,1,4,1,22,22,NA,3,3,NA,5,0,24,0,0,31,12,67,6,0.5218141863084768
981,99,YUCATAN,TICUL,894,20.392056667,-89.533488333,1,5,2018-06-22,5,1,1,33,1,2,NA,1,2,2,NA,2,NA,2,2,2,5,2,1,9,2,2,3,2,2,2,31,24,0,0,31,17,103,5,1.9464198299434057
982,99,YUCATAN,TICUL,894,20.392143333,-89.53296,1,5,2018-06-22,3,1,1,61,1,1,3,1,2,1,3,2,NA,2,2,2,3,4,1,9,7,6,3,2,1,5,22,47,37,0,46,23,175,2,1.7620094552331529
983,99,YUCATAN,TICUL,894,20.390471667,-89.532505,1,5,2018-06-22,5,1,1,41,2,1,1,1,3,1,2,1,2,1,1,1,3,8,1,NA,3,1,NA,1,1,3,10,24,0,0,31,6,71,6,1.1258371143270278
984,99,YUCATAN,TICUL,894,20.39039,-89.533221667,1,5,2018-06-22,5,1,1,21,2,2,NA,1,2,2,NA,2,NA,1,2,2,5,8,8,1,8,8,1,3,3,1,22,24,0,0,46,17,109,4,1.2105844715552199
985,99,YUCATAN,TICUL,894,20.390701667,-89.533735,1,5,2018-06-22,4,1,1,76,1,1,2,1,2,2,NA,2,NA,98,98,98,2,9,1,NA,NA,NA,NA,NA,NA,5,10,24,0,0,46,12,92,5,1.7620094552331529
986,99,YUCATAN,TICUL,894,20.391483333,-89.533798333,1,5,2018-06-22,3,1,1,67,2,1,2,1,1,1,2,1,99,1,2,2,3,8,1,8,1,1,3,1,1,5,22,0,0,0,15,6,43,7,1.316925388816258
987,99,YUCATAN,TICUL,894,20.391926667,-89.534465,1,5,2018-06-22,4,1,1,25,1,1,2,1,2,2,NA,1,3,1,2,2,6,4,97,8,1,1,3,1,1,1,22,24,0,0,46,12,104,5,1.060110505946806
988,99,YUCATAN,TICUL,894,20.391823333,-89.534708333,1,5,2018-06-22,3,1,1,38,2,1,2,1,2,2,NA,2,NA,1,2,1,3,2,1,3,2,2,1,2,2,3,10,24,0,0,15,12,61,6,1.1258371143270278
989,99,YUCATAN,TICUL,894,20.391858333,-89.534883333,1,5,2018-06-22,4,1,1,56,2,1,2,1,3,2,NA,2,NA,2,1,1,5,8,1,5,2,2,2,2,2,5,31,24,0,0,0,6,61,6,1.4883698164382613
990,99,YUCATAN,TICUL,894,20.391578332999998,-89.53566,1,5,2018-06-22,3,1,1,57,1,1,2,1,1,1,3,1,2,1,2,2,5,4,1,8,8,8,3,3,3,5,31,24,0,31,31,12,129,4,1.5590446415285097
991,100,ZACATECAS,PINOS,1145,NA,NA,2,4,2018-06-21,2,1,1,35,2,1,2,1,2,2,NA,2,NA,97,97,97,7,8,1,NA,NA,NA,NA,NA,NA,2,10,24,18,31,0,12,95,5,0.2871188911566116
992,100,ZACATECAS,PINOS,1145,NA,NA,2,4,2018-06-21,2,1,1,55,2,1,2,1,4,1,1,2,NA,2,97,1,5,4,1,2,2,2,2,2,2,4,31,24,0,0,15,6,76,6,0.2548997837376589
993,100,ZACATECAS,PINOS,1145,NA,NA,2,4,2018-06-21,1,1,1,50,2,1,99,1,2,2,NA,2,NA,98,2,99,5,8,1,8,8,5,3,3,2,4,0,24,0,0,31,6,61,6,0.19050337945919454
994,100,ZACATECAS,PINOS,1145,NA,NA,2,4,2018-06-21,2,1,1,43,2,1,2,1,3,1,99,1,2,1,1,1,7,8,1,11,2,2,5,2,2,3,31,24,0,0,15,12,82,5,0.21105399646412248
995,100,ZACATECAS,PINOS,1145,NA,NA,2,4,2018-06-21,4,1,1,33,2,1,2,1,2,1,2,1,2,98,1,1,5,8,1,1,NA,NA,1,NA,NA,2,31,24,0,0,15,12,82,5,0.36867935235284227
996,100,ZACATECAS,PINOS,1145,NA,NA,2,4,2018-06-21,4,1,1,44,2,1,3,1,3,1,3,1,2,1,1,1,5,8,1,2,2,2,2,2,2,3,31,24,37,0,0,17,109,4,0.24986802224581858
997,100,ZACATECAS,PINOS,1145,NA,NA,2,4,2018-06-21,2,1,1,54,2,1,3,1,2,1,3,1,4,97,2,2,5,8,1,4,8,8,3,3,3,4,23,0,18,0,31,12,84,5,0.21530413364679252
998,100,ZACATECAS,PINOS,1145,NA,NA,2,4,2018-06-21,2,1,1,32,2,1,2,1,3,1,1,1,3,2,1,1,5,8,1,2,2,2,2,2,2,2,22,24,0,31,0,6,83,5,0.3649003314285432
999,100,ZACATECAS,PINOS,1145,NA,NA,2,4,2018-06-21,4,1,1,58,2,2,NA,1,3,1,2,2,NA,2,97,1,3,8,1,2,2,2,2,2,2,5,22,24,0,0,15,12,73,6,0.330328444204917
1000,100,ZACATECAS,PINOS,1145,NA,NA,2,4,2018-06-21,10,1,1,23,2,1,3,1,1,1,4,1,2,97,2,2,7,5,1,8,5,5,3,2,2,1,73,24,18,31,15,12,173,2,0.16786949223036357
